time,stroke_usec,tick_usec,force,power,spm
359138816,1438134,-28433,24.738578,127.022162,21.6
359247785,1547103,-27200,27.025952,127.022162,21.6
359362283,1661601,-30575,21.3858,127.022162,21.6
359499621,1798939,-37528,14.193792,127.022162,21.6
359666135,1965453,-45089,9.830178,127.022162,21.6
359867137,2166455,-54728,6.675858,127.022162,21.6
360441192,0,57678,6.006578,127,21.8
360630872,189680,42184,11.2338,17.240378,21.8
360784843,343651,36944,14.644872,31.88525,21.8
360925404,484212,34171,17.122952,49.008202,21.8
361060737,619545,33749,17.558738,66.56694,21.8
361197185,755993,34320,16.971138,83.538078,21.8
361337084,895892,35510,15.859712,99.39779,21.8
361504275,1063083,54648,6.690482,106.088272,21.8
361786605,1345413,-33909,17.393202,106.088272,21.8
361902792,1461600,-28361,24.85125,106.088272,21.8
362008546,1567354,-26531,28.410722,106.088272,21.8
362116592,1675400,-28307,24.950048,106.088272,21.8
362241209,1800017,-33704,17.606178,106.088272,21.8
362400333,1959141,-45025,9.8568,106.088272,21.8
362603598,2162406,-56879,6.181128,106.088272,21.8
363192956,0,61916,5.21645,106,21.8
363395259,202303,44640,10.0352,15.25165,21.8
363558127,365171,39118,13.066272,28.317922,21.8
363705400,512444,35353,15.995168,44.31309,21.8
363841951,648995,33495,17.82045,62.13354,21.8
363974715,781759,33038,18.313352,80.446892,21.8
364108295,915339,33523,17.796578,98.24347,21.8
364250578,1057622,38193,13.707848,111.951318,21.8
364394349,1201393,-143771,0.96605,111.951318,21.8
364548628,1355672,-32302,19.15805,111.951318,21.8
364668708,1475752,-30458,21.556178,111.951318,21.8
364789323,1596367,-30745,21.151008,111.951318,21.8
364912857,1719901,-32002,19.518752,111.951318,21.8
365053276,1860320,-38058,13.802258,111.951318,21.8
365222159,2029203,-45733,9.557192,111.951318,21.8
365421871,2228915,-54780,6.66125,111.951318,21.8
365975321,0,58938,5.752832,111,21.5
366166495,191174,43124,10.746248,16.49908,21.5
366326703,351382,38285,13.634642,30.133722,21.5
366470533,495212,34560,16.738898,46.87262,21.5
366605900,630579,33433,17.892162,64.764782,21.5
366741482,766161,33901,17.393202,82.157984,21.5
366879121,903800,34838,16.4738,98.631784,21.5
367025379,1050058,37805,13.99205,112.623834,21.5
367242170,1266849,-59922,5.564448,112.623834,21.5
367372809,1397488,-28868,23.998592,112.623834,21.5
367486858,1511537,-29586,22.835282,112.623834,21.5
367607158,1631837,-30577,21.3858,112.623834,21.5
367732695,1757374,-33555,17.7608,112.623834,21.5
367890227,1914906,-44120,10.269512,112.623834,21.5
368082661,2107340,-51394,7.56605,112.623834,21.5
368305097,2329776,-61999,5.197088,112.623834,21.5
368850584,0,63146,5.011778,112,20.8
369057955,207371,46054,9.426482,14.43826,20.8
369222400,371816,38622,13.405842,27.844102,20.8
369366657,516073,34869,16.439378,44.28348,20.8
369501826,651242,33445,17.868242,62.151722,20.8
369636641,786057,33840,17.46405,79.615772,20.8
369773986,923402,34626,16.681088,96.29686,20.8
369918314,1067730,36995,14.612418,110.909278,20.8
370113008,1262424,-55914,6.393888,110.909278,20.8
370238772,1388188,-27555,26.339282,110.909278,20.8
370343968,1493384,-26644,28.170018,110.909278,20.8
370457825,1607241,-30061,22.124552,110.909278,20.8
370585991,1735407,-34480,16.82,110.909278,20.8
370736555,1885971,-39916,12.55005,110.909278,20.8
370912205,2061621,-47493,8.86205,110.909278,20.8
371119707,2269123,-57110,6.132002,110.909278,20.8
371657383,0,62122,5.177762,110,21.3
371868556,211173,46630,9.193472,14.371234,21.3
372040312,382929,41112,11.829248,26.200482,21.3
372194406,537023,37218,14.429192,40.629674,21.3
372339540,682157,35829,15.579362,56.209036,21.3
372482896,825513,35783,15.612872,71.821908,21.3
372627411,970028,36478,15.026162,86.84807,21.3
372779715,1122332,39368,12.9032,99.75127,21.3
372973852,1316469,-78875,3.210578,99.75127,21.3
373105258,1447875,-27883,25.718792,99.75127,21.3
373211274,1553891,-26991,27.439232,99.75127,21.3
373324889,1667506,-29131,23.557248,99.75127,21.3
373443591,1786208,-31227,20.505608,99.75127,21.3
373579896,1922513,-36698,14.840352,99.75127,21.3
373748108,2090725,-46421,9.279432,99.75127,21.3
373959158,2301775,-60181,5.517842,99.75127,21.3
374492162,0,63755,4.917248,99,21.1
375147439,655277,35362,15.983858,59.902562,21.1
375290195,798033,35753,15.635232,75.537794,21.1
375435260,943098,36674,14.862152,90.399946,21.1
375588601,1096439,39345,12.913362,103.313308,21.1
375855500,1363338,-54404,6.756488,103.313308,21.1
375974853,1482691,-25750,30.155378,103.313308,21.1
376066036,1573874,-22664,38.931488,103.313308,21.1
376156347,1664185,-23287,36.876872,103.313308,21.1
376258607,1766445,-28070,25.375688,103.313308,21.1
376390515,1898353,-36429,15.07005,103.313308,21.1
376559432,2067270,-46426,9.270818,103.313308,21.1
376770266,2278104,-59786,5.591168,103.313308,21.1
377260868,0,63988,4.879688,103,21.6
377466513,205645,44486,10.098018,14.977706,21.6
377629560,368692,38981,13.15845,28.136156,21.6
377777385,516517,35482,15.882248,44.018404,21.6
377913767,652899,33490,17.82045,61.838854,21.6
378046563,785695,33062,18.289152,80.128006,21.6
378179954,919086,33541,17.772722,97.900728,21.6
378318409,1057541,35261,16.07445,113.975178,21.6
378549468,1288600,-52046,7.380482,113.975178,21.6
378691220,1430352,-32335,19.120928,113.975178,21.6
378813339,1552471,-31309,20.390498,113.975178,21.6
378936424,1675556,-30608,21.346578,113.975178,21.6
379058092,1797224,-31427,20.237522,113.975178,21.6
379189882,1929014,-35010,16.313472,113.975178,21.6
379349721,2088853,-43876,10.387682,113.975178,21.6
379546358,2285490,-54323,6.7712,113.975178,21.6
380098139,0,59841,5.584482,113,21.1
380289627,191488,43035,10.792658,16.37714,21.1
380446809,348670,36970,14.623232,31.000372,21.1
380584770,486631,33400,17.928072,48.928444,21.1
380713782,615643,31965,19.568768,68.497212,21.1
380841958,743819,32157,19.331762,87.828974,21.1
380972886,874747,33226,18.108162,105.937136,21.1
381116702,1018563,39738,12.660512,118.597648,21.1
381235334,1137195,-37981,13.854848,118.597648,21.1
381420570,1322431,-34553,16.750472,118.597648,21.1
381543999,1445860,-30988,20.827058,118.597648,21.1
381665297,1567158,-30127,22.031522,118.597648,21.1
381788524,1690385,-32831,18.54405,118.597648,21.1
381927029,1828890,-36161,15.29045,118.597648,21.1
382083244,1985105,-42151,11.252768,118.597648,21.1
382276901,2178762,-54705,6.675858,118.597648,21.1
382819573,0,59586,5.631368,118,22
383017707,198134,43993,10.333058,15.964426,22
383175862,356289,37306,14.3648,30.329226,22
383317488,497915,34141,17.158082,47.487308,22
383450436,630863,32826,18.556232,66.04354,22
383581214,761641,32513,18.91125,84.95479,22
383712859,893286,33222,18.1202,103.07499,22
383851261,1031688,35683,15.702408,118.777398,22
384030458,1210885,-179197,0.622728,118.777398,22
384158894,1339321,-29751,22.592642,118.777398,22
384276975,1457402,-30971,20.839968,118.777398,22
384406197,1586624,-32910,18.458888,118.777398,22
384538600,1719027,-34740,16.565768,118.777398,22
384684486,1864913,-38689,13.354112,118.777398,22
384857315,2037742,-47431,8.887328,118.777398,22
385082566,2262993,-63478,4.96125,118.777398,22
385607233,0,60463,5.464818,118,21.5
385803641,196408,42955,10.839168,16.303986,21.5
385959116,351883,37074,14.547618,30.851604,21.5
386099507,492274,34298,16.99445,47.846054,21.5
386233517,626284,33458,17.856288,65.702342,21.5
386368513,761280,33826,17.475872,83.178214,21.5
386506644,899411,34991,16.324898,99.503112,21.5
386660426,1053193,43444,10.589202,110.092314,21.5
386832440,1225207,-172014,0.675122,110.092314,21.5
387014795,1407562,-36578,14.938578,110.092314,21.5
387146196,1538963,-33172,18.168392,110.092314,21.5
387272202,1664969,-31134,20.621042,110.092314,21.5
387400433,1793200,-34022,17.275442,110.092314,21.5
387550422,1943189,-40871,11.965832,110.092314,21.5
387733846,2126613,-50708,7.777568,110.092314,21.5
387971155,2363922,-69042,4.193408,110.092314,21.5
388460173,0,71693,3.886472,110,21
388684921,224748,49461,8.168882,12.055354,21
388858459,398286,40938,11.926728,23.982082,21
389011488,551315,36955,14.63405,38.616132,21
389157779,697606,36541,14.971392,53.587524,21
389305593,845420,36969,14.623232,68.210756,21
389455411,995238,37622,14.129928,82.340684,21
389613540,1153367,41433,11.645138,93.985822,21
389743047,1282874,-35075,16.256402,93.985822,21
389904971,1444798,-32664,18.739442,93.985822,21
390031654,1571481,-32651,18.751688,93.985822,21
390163689,1703516,-33962,17.334272,93.985822,21
390302978,1842805,-36808,14.753312,93.985822,21
390465209,2005036,-44249,10.206162,93.985822,21
390657481,2197308,-51872,7.426658,93.985822,21
390911296,2451123,-76340,3.426962,93.985822,21
391284163,0,114990,1.510322,93,21.2
391507767,223604,47269,8.94645,10.456772,21.2
391675760,391597,39907,12.55005,23.006822,21.2
391824686,540523,35845,15.557042,38.563864,21.2
391964123,679960,34365,16.924562,55.488426,21.2
392101605,817442,34383,16.912928,72.401354,21.2
392240915,956752,35215,16.119842,88.521196,21.2
392392189,1108026,41297,11.722482,100.243678,21.2
392576928,1292765,-184739,0.585362,100.243678,21.2
392742007,1457844,-35143,16.18805,100.243678,21.2
392868986,1584823,-32270,19.195208,100.243678,21.2
392997823,1713660,-32695,18.702728,100.243678,21.2
393130671,1846508,-34649,16.657992,100.243678,21.2
393276165,1992002,-38568,13.436928,100.243678,21.2
393444833,2160670,-46372,9.296672,100.243678,21.2
393667959,2383796,-65674,4.632968,100.243678,21.2
394110647,0,98880,2.044242,100,21.2
394343923,233276,50876,7.72245,9.766692,21.2
394521518,410871,42116,11.271752,21.038444,21.2
394677263,566616,37163,14.4722,35.510644,21.2
394821710,711063,35624,15.758498,51.269142,21.2
394964056,853409,35485,15.882248,67.15139,21.2
395108530,997883,36395,15.092018,82.243408,21.2
395262136,1151489,40531,12.172178,94.415586,21.2
395381918,1271271,-119782,1.391112,94.415586,21.2
395532578,1421931,-32132,19.369088,94.415586,21.2
395657039,1546392,-31885,19.668992,94.415586,21.2
395787006,1676359,-33459,17.856288,94.415586,21.2
395922693,1812046,-35150,16.176672,94.415586,21.2
396070785,1960138,-38852,13.240658,94.415586,21.2
396241089,2130442,-46868,9.099378,94.415586,21.2
396472186,2361539,-68312,4.280738,94.415586,21.2
396897783,0,67490,4.386722,94,21.5
397104550,206767,44521,10.089032,14.475754,21.5
397264613,366830,38162,13.7288,28.204554,21.5
397409402,511619,35084,16.245,44.449554,21.5
397546474,648691,33840,17.46405,61.913604,21.5
397681003,783220,33363,17.964018,79.877622,21.5
397815691,917908,33864,17.428608,97.30623,21.5
397957815,1060032,37410,14.289858,111.596088,21.5
398095897,1198114,-138082,1.048352,111.596088,21.5
398282286,1384503,-41452,11.635488,111.596088,21.5
398409516,1511733,-29492,22.9842,111.596088,21.5
398521258,1623475,-29153,23.5298,111.596088,21.5
398662840,1765057,-39641,12.720968,111.596088,21.5
398827529,1929746,-41212,11.770952,111.596088,21.5
398993746,2095963,-43511,10.561608,111.596088,21.5
399171861,2274078,-46984,9.056768,111.596088,21.5
399452794,2555011,-101651,1.932578,111.596088,21.5
399875487,0,53993,6.859808,111,20.1
400060206,184719,42826,10.90445,17.764258,20.1
400220800,345313,38231,13.67645,31.440708,20.1
400366170,490683,35165,16.165298,47.606006,20.1
400500557,625070,32914,18.458888,66.064894,20.1
400630823,755336,32446,18.997448,85.062342,20.1
400761186,885699,32919,18.446738,103.50908,20.1
400899037,1023550,35758,15.635232,119.144312,20.1
401102178,1226691,-87740,2.594642,119.144312,20.1
401279109,1403622,-35559,15.814688,119.144312,20.1
401400835,1525348,-29487,22.997762,119.144312,20.1
401516533,1641046,-30350,21.700872,119.144312,20.1
