time,stroke_count,inst_spm,total_power,inst_power,km_hr,km,tick_duration
648046861,116,26.6,11536.4,0.00,16.2,1143.0,-26170
648137870,116,26.6,11536.4,0.00,16.2,1143.4,-22197
648229989,116,26.6,11536.4,0.00,16.2,1143.8,-24998
648340510,116,26.6,11536.4,0.00,16.2,1144.3,-29138
648461687,116,26.6,11536.4,0.00,16.2,1144.8,-32096
648601735,116,26.6,11536.4,0.00,16.2,1145.4,-38086
648814704,116,26.6,11536.4,0.00,16.1,1146.3,-72995
649021396,117,26.6,11537.1,0.77,16.1,1147.1,113659
649210654,117,26.5,11543.2,6.10,16.0,1147.8,40501
649350022,117,26.5,11552.9,9.63,15.9,1148.3,32218
649468692,117,26.5,11565.3,12.39,15.8,1148.7,28406
649576887,117,26.5,11579.6,14.30,15.8,1149.2,26440
649681220,117,26.5,11594.2,14.65,15.8,1149.6,26129
649786993,117,26.5,11608.4,14.18,15.8,1150.1,26553
649895570,117,26.5,11621.5,13.13,15.8,1150.6,27592
650194987,117,26.5,11621.5,0.00,15.9,1152.1,-34786
650320824,117,26.5,11621.5,0.00,15.9,1152.7,-31428
650437399,117,26.5,11621.5,0.00,16.0,1153.2,-28561
650551741,117,26.5,11621.5,0.00,16.0,1153.8,-29656
650675734,117,26.5,11621.5,0.00,16.0,1154.3,-32860
650809251,117,26.4,11621.5,0.00,16.0,1154.9,-34290
650952346,117,26.4,11621.5,0.00,16.0,1155.5,-37896
651151551,117,26.4,11621.5,0.00,15.9,1156.3,-65746
651380230,118,26.4,11621.7,0.19,15.8,1157.1,228679
651565660,118,26.3,11627.8,6.05,15.8,1157.8,40655
651707428,118,26.2,11637.0,9.25,15.7,1158.3,32883
651827283,118,26.2,11649.2,12.21,15.6,1158.8,28624
651936820,118,26.1,11663.1,13.89,15.6,1159.2,26830
652043547,118,26.1,11677.1,13.98,15.6,1159.6,26749
652151732,118,26,11690.8,13.69,15.6,1160.1,27031
652261872,118,26,11703.6,12.86,15.6,1160.6,27891
652524521,118,25.9,11703.6,0.00,15.7,1161.9,-33551
652653018,118,25.8,11703.6,0.00,15.7,1162.5,-31074
652765628,118,25.8,11703.6,0.00,15.7,1163.0,-27418
652877595,118,25.8,11703.6,0.00,15.7,1163.5,-29574
653005873,118,25.7,11703.6,0.00,15.7,1164.1,-33610
653142204,118,25.7,11703.6,0.00,15.7,1164.6,-35371
653286988,118,25.7,11703.6,0.00,15.7,1165.2,-37587
653484495,118,25.6,11703.6,0.00,15.6,1166.0,-64877
653670299,119,25.6,11714.2,10.54,15.6,1166.7,30800
653858604,119,25.7,11720.4,6.20,15.5,1167.4,40168
653997770,119,25.7,11729.9,9.54,15.5,1168.0,32378
654117418,119,25.8,11742.1,12.20,15.5,1168.4,28631
654226774,119,25.8,11756.1,13.97,15.5,1168.9,26759
654332921,119,25.8,11770.3,14.24,15.5,1169.4,26504
654439672,119,25.9,11784.4,14.11,15.5,1169.9,26625
654548114,119,25.9,11797.7,13.24,15.5,1170.4,27479
654822461,119,25.9,11797.7,0.00,15.6,1171.8,-31818
654951346,119,26,11797.7,0.00,15.7,1172.4,-32413
655068892,119,26,11797.7,0.00,15.7,1173.0,-28389
655181579,119,26,11797.7,0.00,15.7,1173.5,-29255
655302838,119,26,11797.7,0.00,15.8,1174.1,-31501
655434485,119,26,11797.7,0.00,15.8,1174.7,-35013
655580800,119,26,11797.7,0.00,15.8,1175.3,-38520
655789000,119,26.1,11797.7,0.00,15.7,1176.2,-70805
656158399,120,26.1,11803.7,6.03,15.6,1177.5,40719
656301019,120,25.9,11812.7,8.99,15.6,1178.1,33357
656424691,120,25.8,11824.1,11.40,15.6,1178.5,29618
656537283,120,25.6,11837.3,13.21,15.5,1179.0,27519
656645685,120,25.5,11850.9,13.63,15.5,1179.5,27088
656755186,120,25.4,11864.3,13.36,15.5,1179.9,27363
656866673,120,25.3,11876.8,12.53,15.5,1180.4,28246
657161068,120,25.1,11876.8,0.00,15.6,1181.9,-30764
657281564,120,25,11876.8,0.00,15.6,1182.5,-29790
657396782,120,25,11876.8,0.00,15.6,1183.0,-28449
657511051,120,24.9,11876.8,0.00,15.7,1183.5,-29548
657631193,120,24.8,11876.8,0.00,15.7,1184.1,-30894
657758791,120,24.8,11876.8,0.00,15.7,1184.6,-33606
657903780,120,24.7,11876.8,0.00,15.7,1185.2,-39194
658123036,120,24.6,11876.8,0.00,15.6,1186.1,-78021
658460071,121,24.5,11882.6,5.80,15.5,1187.3,41514
658604660,121,24.6,11891.5,8.91,15.4,1187.8,33503
658728286,121,24.8,11903.0,11.52,15.4,1188.3,29463
658840497,121,24.8,11916.4,13.35,15.3,1188.7,27374
658948752,121,24.9,11930.1,13.74,15.3,1189.2,26982
659057940,121,25,11943.5,13.41,15.3,1189.6,27312
659169748,121,25.1,11956.0,12.43,15.3,1190.1,28359
659466604,121,25.2,11956.0,0.00,15.4,1191.6,-33838
659587737,121,25.3,11956.0,0.00,15.5,1192.2,-28521
659695573,121,25.3,11956.0,0.00,15.5,1192.7,-26228
659803664,121,25.4,11956.0,0.00,15.5,1193.2,-27698
659922594,121,25.4,11956.0,0.00,15.6,1193.7,-30908
660052203,121,25.5,11956.0,0.00,15.5,1194.2,-34144
660198417,121,25.5,11956.0,0.00,15.5,1194.8,-39693
660426540,121,25.6,11956.0,0.00,15.5,1195.7,-81898
660738116,122,25.7,11961.6,5.69,15.3,1196.8,41931
660882785,122,25.7,11970.7,9.10,15.3,1197.3,33156
661006099,122,25.8,11982.2,11.50,15.3,1197.8,29490
661117874,122,25.8,11995.8,13.52,15.2,1198.2,27198
661224527,122,25.9,12010.0,14.22,15.2,1198.7,26522
661331146,122,25.9,12023.9,13.93,15.2,1199.1,26791
661440392,122,25.9,12036.9,12.95,15.2,1199.6,27786
661741000,122,26,12036.9,0.00,15.3,1201.1,-33742
661861360,122,26,12036.9,0.00,15.3,1201.7,-28265
661966044,122,26,12036.9,0.00,15.3,1202.2,-26134
662075537,122,26.1,12036.9,0.00,15.4,1202.6,-28646
662189361,122,26.1,12036.9,0.00,15.4,1203.1,-29336
662313920,122,26.1,12036.9,0.00,15.4,1203.7,-32952
662455096,122,26.1,12036.9,0.00,15.4,1204.3,-37849
662637152,122,26.1,12036.9,0.00,15.3,1205.0,-54783
662917323,123,26.2,12039.2,2.35,15.3,1206.0,65255
663084528,123,26.3,12046.5,7.28,15.2,1206.6,37057
663218225,123,26.4,12056.4,9.94,15.2,1207.1,31722
663335496,123,26.5,12069.2,12.79,15.1,1207.6,27956
663443532,123,26.6,12083.5,14.33,15.1,1208.0,26418
663548375,123,26.6,12098.1,14.51,15.1,1208.4,26250
663655276,123,26.7,12111.8,13.73,15.1,1208.9,26991
663765957,123,26.7,12124.4,12.65,15.1,1209.4,28121
664053053,123,26.9,12124.4,0.00,15.3,1210.8,-42366
664193136,123,26.9,12124.4,0.00,15.3,1211.5,-31651
664308529,123,27,12124.4,0.00,15.3,1212.0,-28742
664425026,123,27,12124.4,0.00,15.3,1212.6,-29820
664547203,123,27.1,12124.4,0.00,15.3,1213.1,-31901
664678286,123,27.1,12124.4,0.00,15.4,1213.7,-34121
664823074,123,27.1,12124.4,0.00,15.3,1214.3,-38907
665025074,123,27.2,12124.4,0.00,15.3,1215.1,-66065
665217066,124,27.2,12125.2,0.79,15.3,1215.8,112446
665406553,124,27.1,12131.2,5.99,15.2,1216.5,40846
665549541,124,27,12140.3,9.07,15.2,1217.0,33208
665671758,124,26.9,12152.1,11.81,15.1,1217.4,29094
665782805,124,26.8,12165.7,13.56,15.1,1217.9,27155
665891182,124,26.8,12179.3,13.61,15.1,1218.3,27107
666001671,124,26.7,12192.3,13.00,15.1,1218.8,27731
666114989,124,26.7,12204.3,12.05,15.1,1219.3,28810
666431146,124,26.5,12204.3,0.00,15.2,1220.9,-40981
666563330,124,26.5,12204.3,0.00,15.3,1221.5,-29939
666669703,124,26.5,12204.3,0.00,15.3,1222.0,-26869
666778486,124,26.4,12204.3,0.00,15.3,1222.5,-27829
666891264,124,26.4,12204.3,0.00,15.3,1223.0,-29825
667018672,124,26.4,12204.3,0.00,15.3,1223.5,-33641
667157885,124,26.3,12204.3,0.00,15.3,1224.1,-36529
667339287,124,26.3,12204.3,0.00,15.3,1224.8,-56280
667609662,125,26.2,12206.3,1.94,15.2,1225.8,71892
667783472,125,26.1,12213.1,6.83,15.1,1226.4,38259
667917151,125,26,12223.1,10.02,15.1,1226.9,31589
668033605,125,25.9,12236.1,13.00,15.0,1227.3,27731
668141661,125,25.9,12250.3,14.19,15.0,1227.8,26551
668247061,125,25.8,12264.7,14.37,15.0,1228.2,26378
668354047,125,25.7,12278.5,13.80,15.0,1228.7,26916
668463453,125,25.7,12291.4,12.94,15.0,1229.2,27798
668751289,125,25.6,12291.4,0.00,15.2,1230.6,-40324
668890654,125,25.5,12291.4,0.00,15.3,1231.3,-32129
669004442,125,25.5,12291.4,0.00,15.3,1231.8,-28336
669121173,125,25.4,12291.4,0.00,15.3,1232.3,-30179
669243069,125,25.4,12291.4,0.00,15.3,1232.9,-31657
669372935,125,25.4,12291.4,0.00,15.3,1233.4,-34056
669508835,125,25.3,12291.4,0.00,15.3,1234.0,-35065
669678407,125,25.3,12291.4,0.00,15.3,1234.6,-51923
669935531,126,25.3,12292.8,1.35,15.2,1235.6,86155
670110043,126,25.3,12299.5,6.70,15.1,1236.2,38634
670244906,126,25.3,12309.4,9.98,15.1,1236.7,31661
670361060,126,25.4,12322.5,13.03,15.0,1237.2,27700
670467667,126,25.4,12337.2,14.73,15.0,1237.6,26056
670571864,126,25.4,12351.8,14.64,15.0,1238.0,26137
670677615,126,25.4,12366.2,14.33,15.0,1238.5,26415
670785776,126,25.4,12379.5,13.30,15.0,1239.0,27420
671097155,126,25.5,12379.5,0.00,15.2,1240.5,-37511
671224133,126,25.5,12379.5,0.00,15.3,1241.2,-28988
671331484,126,25.5,12379.5,0.00,15.3,1241.7,-27011
671443252,126,25.5,12379.5,0.00,15.3,1242.2,-29470
671564188,126,25.6,12379.5,0.00,15.3,1242.7,-31928
671700107,126,25.6,12379.5,0.00,15.3,1243.3,-36032
671851364,126,25.6,12379.5,0.00,15.3,1243.9,-40027
672051999,126,25.6,12379.5,0.00,15.3,1244.7,-65306
672270774,127,25.6,12379.7,0.21,15.3,1245.6,218775
672459104,127,25.6,12385.7,6.01,15.2,1246.2,40778
672600759,127,25.6,12395.0,9.27,15.1,1246.8,32840
672722670,127,25.6,12406.6,11.65,15.1,1247.2,29301
672834714,127,25.6,12419.7,13.13,15.1,1247.7,27602
672944213,127,25.6,12432.9,13.19,15.1,1248.1,27531
673054850,127,25.6,12445.9,12.96,15.1,1248.6,27780
673167977,127,25.6,12458.1,12.18,15.1,1249.1,28652
673458184,127,25.6,12458.1,0.00,15.2,1250.5,-34653
673576921,127,25.6,12458.1,0.00,15.3,1251.1,-27123
673679684,127,25.6,12458.1,0.00,15.3,1251.5,-25028
673779857,127,25.6,12458.1,0.00,15.3,1252.0,-26353
673888758,127,25.6,12458.1,0.00,15.3,1252.5,-28230
674008958,127,25.6,12458.1,0.00,15.3,1253.0,-31838
674139357,127,25.6,12458.1,0.00,15.3,1253.5,-34380
674303227,127,25.6,12458.1,0.00,15.3,1254.2,-49383
674571244,128,25.6,12460.6,2.58,15.2,1255.2,62251
674741407,128,25.6,12467.4,6.79,15.1,1255.8,38385
674876474,128,25.7,12477.3,9.84,15.0,1256.3,31887
674993790,128,25.7,12490.1,12.85,15.0,1256.7,27895
675101444,128,25.7,12504.5,14.38,15.0,1257.2,26368
675206751,128,25.7,12518.9,14.41,15.0,1257.6,26345
675314019,128,25.8,12532.6,13.67,15.0,1258.1,27044
675425015,128,25.8,12545.1,12.56,15.0,1258.6,28214
675751949,128,25.8,12545.1,0.00,15.2,1260.2,-34675
675875954,128,25.8,12545.1,0.00,15.3,1260.8,-30106
675990086,128,25.8,12545.1,0.00,15.3,1261.4,-28516
676104267,128,25.9,12545.1,0.00,15.3,1261.9,-29406
676228368,128,25.9,12545.1,0.00,15.3,1262.4,-32539
676362100,128,25.9,12545.1,0.00,15.3,1263.0,-34544
676507511,128,25.9,12545.1,0.00,15.3,1263.6,-38720
676710599,128,25.9,12545.1,0.00,15.3,1264.4,-69631
676890551,129,25.9,12548.3,3.13,15.3,1265.1,56504
677096945,129,25.9,12553.9,5.59,15.2,1265.9,42293
677243894,129,25.9,12562.7,8.87,15.2,1266.5,33575
677368131,129,25.9,12574.1,11.37,15.1,1266.9,29654
677483051,129,25.9,12586.6,12.48,15.1,1267.4,28301
677595815,129,25.9,12599.1,12.52,15.1,1267.9,28258
677710313,129,25.9,12611.1,12.00,15.1,1268.4,28863
677828808,129,25.9,12622.2,11.08,15.2,1268.9,30043
678120516,129,25.9,12622.2,0.00,15.3,1270.3,-34836
678243666,129,25.8,12622.2,0.00,15.3,1270.9,-29805
678357896,129,25.8,12622.2,0.00,15.3,1271.4,-29146
678478907,129,25.8,12622.2,0.00,15.3,1272.0,-32378
678624403,129,25.8,12622.2,0.00,15.3,1272.6,-39340
678798714,129,25.8,12622.2,0.00,15.3,1273.3,-49504
679595015,129,25.8,12622.2,0.00,15.0,1276.0,-142665
680595076,129,25.8,12622.2,0.00,14.3,1278.7,0
681595135,129,12,12622.2,0.00,13.3,1280.9,0
682595146,129,5.6,12622.2,0.00,12.2,1282.6,0
683595180,129,2.6,12622.2,0.00,11.0,1284.0,0
684595227,129,1.2,12622.2,0.00,9.9,1285.1,0
685595235,129,0.6,12622.2,0.00,8.8,1286.0,0
686595252,129,0.3,12622.2,0.00,7.8,1286.8,0
687595285,129,0.1,12622.2,0.00,6.8,1287.4,0
688595335,129,0.1,12622.2,0.00,6.0,1287.8,0
689595377,129,0,12622.2,0.00,5.3,1288.2,0
690595408,129,0,12622.2,0.00,4.5,1288.6,0
691595459,129,0,12622.2,0.00,4.0,1288.8,0
692595517,129,0,12622.2,0.00,3.4,1289.1,0
693595571,129,0,12622.2,0.00,3.0,1289.2,0
694595606,129,0,12622.2,0.00,2.5,1289.4,0
695595773,129,0,12622.2,0.00,2.2,1289.5,0
696595827,129,0,12622.2,0.00,1.9,1289.6,0
697595866,129,0,12622.2,0.00,1.6,1289.7,0
698595930,129,0,12622.2,0.00,1.4,1289.7,0
699595954,129,0,12622.2,0.00,1.2,1289.8,0
700596008,129,0,12622.2,0.00,1.0,1289.8,0
701596016,129,0,12622.2,0.00,0.9,1289.9,0
702596016,129,0,12622.2,0.00,0.7,1289.9,0
703596071,129,0,12622.2,0.00,0.6,1289.9,0
704596113,129,0,12622.2,0.00,0.5,1289.9,0
705596139,129,0,12622.2,0.00,0.4,1290.0,0
706596146,129,0,12622.2,0.00,0.4,1290.0,0
707596180,129,0,12622.2,0.00,0.3,1290.0,0
