time,stroke_count,inst_spm,total_power,inst_power,km_hr,km,tick_duration
475210306,95,26.2,9498.8,13.34,16.2,927.4,27375
475498568,95,26.4,9498.8,0.00,16.3,928.9,-42648
475631559,95,26.4,9498.8,0.00,16.3,929.5,-30022
475740035,95,26.5,9498.8,0.00,16.3,930.0,-26161
475843698,95,26.5,9498.8,0.00,16.3,930.5,-26709
475956729,95,26.6,9498.8,0.00,16.3,931.1,-30238
476088385,95,26.6,9498.8,0.00,16.3,931.7,-35467
476248057,95,26.7,9498.8,0.00,16.3,932.3,-44523
477248075,95,26.9,9498.8,0.00,15.8,935.7,0
478248107,95,12.5,9498.8,0.00,15.0,938.4,0
479248325,95,5.9,9498.8,0.00,13.9,940.6,0
480248370,95,2.7,9498.8,0.00,12.7,942.3,0
481248418,95,1.3,9498.8,0.00,11.4,943.7,0
482248444,95,0.6,9498.8,0.00,10.2,944.8,0
483248462,95,0.3,9498.8,0.00,9.1,945.7,0
484248523,95,0.1,9498.8,0.00,8.0,946.5,0
485248576,95,0.1,9498.8,0.00,7.1,947.1,0
486248636,95,0,9498.8,0.00,6.1,947.6,0
487248660,95,0,9498.8,0.00,5.3,948.0,0
488248682,95,0,9498.8,0.00,4.6,948.3,0
489248692,95,0,9498.8,0.00,4.0,948.5,0
490248696,95,0,9498.8,0.00,3.5,948.8,0
491248699,95,0,9498.8,0.00,3.0,948.9,0
492248747,95,0,9498.8,0.00,2.6,949.1,0
493248788,95,0,9498.8,0.00,2.2,949.2,0
494248792,95,0,9498.8,0.00,1.9,949.3,0
495248817,95,0,9498.8,0.00,1.6,949.4,0
496248846,95,0,9498.8,0.00,1.4,949.4,0
497248909,95,0,9498.8,0.00,1.2,949.5,0
498248915,95,0,9498.8,0.00,1.0,949.5,0
499248973,95,0,9498.8,0.00,0.9,949.6,0
500248990,95,0,9498.8,0.00,0.7,949.6,0
501249007,95,0,9498.8,0.00,0.6,949.6,0
502249075,95,0,9498.8,0.00,0.5,949.6,0
503249082,95,0,9498.8,0.00,0.4,949.7,0
504249129,95,0,9498.8,0.00,0.4,949.7,0
505249159,95,0,9498.8,0.00,0.3,949.7,0
506249218,95,0,9498.8,0.00,0.3,949.7,0
507249266,95,0,9498.8,0.00,0.2,949.7,0
508249313,95,0,9498.8,0.00,0.2,949.7,0
509249325,95,0,9498.8,0.00,0.1,949.7,0
510249609,95,0,9498.8,0.00,0.1,949.7,0
511249677,95,0,9498.8,0.00,0.1,949.7,0
512249693,95,0,9498.8,0.00,0.1,949.7,0
513249743,95,0,9498.8,0.00,0.1,949.7,0
514249750,95,0,9498.8,0.00,0.1,949.7,0
515250026,95,0,9498.8,0.00,0.1,949.7,0
516250084,95,0,9498.8,0.00,0.1,949.7,0
517250094,95,0,9498.8,0.00,0.1,949.7,0
518250146,95,0,9498.8,0.00,0.0,949.7,0
519250170,95,0,9498.8,0.00,0.0,949.7,0
520250222,95,0,9498.8,0.00,0.0,949.7,0
521250252,95,0,9498.8,0.00,0.0,949.7,0
522250313,95,0,9498.8,0.00,0.0,949.7,0
523250364,95,0,9498.8,0.00,0.0,949.7,0
524250383,95,0,9498.8,0.00,0.0,949.7,0
525250429,95,0,9498.8,0.00,0.0,949.7,0
526250443,95,0,9498.8,0.00,0.0,949.7,0
527250459,95,0,9498.8,0.00,0.0,949.7,0
528250500,95,0,9498.8,0.00,0.0,949.7,0
529250560,95,0,9498.8,0.00,0.0,949.7,0
530250579,95,0,9498.8,0.00,0.0,949.7,0
531250645,95,0,9498.8,0.00,0.0,949.7,0
532250677,95,0,9498.8,0.00,0.0,949.7,0
533250710,95,0,9498.8,0.00,0.0,949.7,0
534250729,95,0,9498.8,0.00,0.0,949.7,0
535250775,95,0,9498.8,0.00,0.0,949.7,0
536250797,95,0,9498.8,0.00,0.0,949.7,0
537250841,95,0,9498.8,0.00,0.0,949.7,0
538250891,95,0,9498.8,0.00,0.0,949.7,0
539250951,95,0,9498.8,0.00,0.0,949.7,0
540250983,95,0,9498.8,0.00,0.0,949.7,0
541251020,95,0,9498.8,0.00,0.0,949.7,0
542251023,95,0,9498.8,0.00,0.0,949.7,0
543251083,95,0,9498.8,0.00,0.0,949.7,0
544251099,95,0,9498.8,0.00,0.0,949.7,0
545251138,95,0,9498.8,0.00,0.0,949.7,0
546251174,95,0,9498.8,0.00,0.0,949.7,0
547251194,95,0,9498.8,0.00,0.0,949.7,0
548251258,95,0,9498.8,0.00,0.0,949.7,0
549251275,95,0,9498.8,0.00,0.0,949.7,0
550251283,95,0,9498.8,0.00,0.0,949.7,0
551251319,95,0,9498.8,0.00,0.0,949.7,0
552251366,95,0,9498.8,0.00,0.0,949.7,0
553251395,95,0,9498.8,0.00,0.0,949.7,0
554251452,95,0,9498.8,0.00,0.0,949.7,0
555251502,95,0,9498.8,0.00,0.0,949.7,0
556251518,95,0,9498.8,0.00,0.0,949.7,0
557251557,95,0,9498.8,0.00,0.0,949.7,0
558251583,95,0,9498.8,0.00,0.0,949.7,0
559251615,95,0,9498.8,0.00,0.0,949.7,0
560251639,95,0,9498.8,0.00,0.0,949.7,0
561251686,95,0,9498.8,0.00,0.0,949.7,0
562251691,95,0,9498.8,0.00,0.0,949.7,0
563251724,95,0,9498.8,0.00,0.0,949.7,0
564251787,95,0,9498.8,0.00,0.0,949.7,0
565251825,95,0,9498.8,0.00,0.0,949.7,0
566251826,95,0,9498.8,0.00,0.0,949.7,0
567251841,95,0,9498.8,0.00,0.0,949.7,0
568251855,95,0,9498.8,0.00,0.0,949.7,0
569251857,95,0,9498.8,0.00,0.0,949.7,0
570251875,95,0,9498.8,0.00,0.0,949.7,0
571251929,95,0,9498.8,0.00,0.0,949.7,0
572251946,95,0,9498.8,0.00,0.0,949.7,0
573251999,95,0,9498.8,0.00,0.0,949.7,0
574252023,95,0,9498.8,0.00,0.0,949.7,0
575252030,95,0,9498.8,0.00,0.0,949.7,0
576252076,95,0,9498.8,0.00,0.0,949.7,0
577252098,95,0,9498.8,0.00,0.0,949.7,0
578252164,95,0,9498.8,0.00,0.0,949.7,0
579252172,95,0,9498.8,0.00,0.0,949.7,0
580252208,95,0,9498.8,0.00,0.0,949.7,0
581252252,95,0,9498.8,0.00,0.0,949.7,0
582252274,95,0,9498.8,0.00,0.0,949.7,0
583252276,95,0,9498.8,0.00,0.0,949.7,0
584252327,95,0,9498.8,0.00,0.0,949.7,0
585252378,95,0,9498.8,0.00,0.0,949.7,0
586252431,95,0,9498.8,0.00,0.0,949.7,0
587252438,95,0,9498.8,0.00,0.0,949.7,0
588252460,95,0,9498.8,0.00,0.0,949.7,0
589252476,95,0,9498.8,0.00,0.0,949.7,0
590252532,95,0,9498.8,0.00,0.0,949.7,0
591252587,95,0,9498.8,0.00,0.0,949.7,0
592252616,95,0,9498.8,0.00,0.0,949.7,0
593252659,95,0,9498.8,0.00,0.0,949.7,0
594252713,95,0,9498.8,0.00,0.0,949.7,0
595252742,95,0,9498.8,0.00,0.0,949.7,0
596252756,95,0,9498.8,0.00,0.0,949.7,0
597252815,95,0,9498.8,0.00,0.0,949.7,0
598252858,95,0,9498.8,0.00,0.0,949.7,0
599252876,95,0,9498.8,0.00,0.0,949.7,0
600252904,95,0,9498.8,0.00,0.0,949.7,0
601252951,95,0,9498.8,0.00,0.0,949.7,0
602253014,95,0,9498.8,0.00,0.0,949.7,0
603253161,95,0,9498.8,0.00,0.0,949.7,0
603851584,96,0,9499.5,0.65,0.0,949.7,123957
604037779,96,0,9507.2,7.72,0.0,949.7,35997
604153946,96,0.1,9521.8,14.65,0.0,949.8,26123
604247829,96,0.1,9542.0,20.13,0.0,949.8,22288
604335135,96,0.1,9563.2,21.27,0.1,949.9,21681
604423687,96,0.1,9583.2,19.97,0.1,950.0,22375
604517994,96,0.1,9600.0,16.78,0.2,950.1,24414
604629433,96,0.2,9610.4,10.39,0.3,950.3,31029
604748027,96,0.2,9610.4,0.00,0.4,950.6,-118594
604845373,96,0.2,9610.4,0.00,0.5,950.8,-20308
604919031,96,0.2,9610.4,0.00,0.6,950.9,-18580
604990842,96,0.2,9610.4,0.00,0.6,951.0,-18299
605065033,96,0.2,9610.4,0.00,0.7,951.2,-19202
605148983,96,0.2,9610.4,0.00,0.8,951.3,-22970
605251105,96,0.2,9610.4,0.00,0.9,951.5,-28226
605383444,96,0.3,9610.4,0.00,1.0,951.8,-38283
605946980,97,0.3,9614.7,4.33,1.5,952.6,48077
606086963,97,2.8,9625.0,10.32,1.7,952.9,31124
606199258,97,4.8,9639.5,14.46,1.7,953.1,26298
606297893,97,6.2,9656.9,17.43,1.8,953.3,23954
606392881,97,7.5,9674.6,17.68,1.9,953.5,23780
606487940,97,8.8,9692.3,17.68,2.0,953.8,23781
606584720,97,10,9708.8,16.51,2.2,954.0,24612
606691737,97,11.3,9720.2,11.45,2.3,954.4,29558
606785812,97,12.3,9720.2,0.00,2.4,954.7,-94075
606902230,97,13.5,9720.2,0.00,2.6,955.1,-26688
606998627,97,14.4,9720.2,0.00,2.7,955.4,-23463
607087353,97,15.2,9720.2,0.00,2.9,955.7,-22399
607177218,97,15.9,9720.2,0.00,3.0,955.9,-23671
607276826,97,16.7,9720.2,0.00,3.1,956.2,-25728
607383857,97,17.5,9720.2,0.00,3.2,956.6,-27829
607503377,97,18.3,9720.2,0.00,3.4,956.9,-31963
607664792,97,19.4,9720.2,0.00,3.5,957.3,-50469
607880423,98,20.7,9720.4,0.21,3.8,957.9,215631
608045909,98,21.8,9728.8,8.37,4.0,958.3,34571
608166076,98,22.5,9741.3,12.48,4.0,958.6,28302
608271834,98,23.1,9756.4,15.12,4.2,958.9,25721
608370631,98,23.6,9773.5,17.12,4.2,959.2,24171
608465909,98,24,9791.2,17.64,4.4,959.6,23812
608562353,98,24.4,9808.2,16.98,4.5,959.9,24265
608661626,98,24.8,9823.8,15.62,4.6,960.3,25302
608934550,98,25.9,9823.8,0.00,5.1,961.5,-36576
609054215,98,26.3,9823.8,0.00,5.3,962.0,-26378
609144239,98,26.6,9823.8,0.00,5.5,962.4,-21968
609230393,98,26.8,9823.8,0.00,5.6,962.7,-22621
609322073,98,27,9823.8,0.00,5.8,963.1,-23247
609421086,98,27.3,9823.8,0.00,5.8,963.5,-26060
609528072,98,27.5,9823.8,0.00,6.0,963.9,-26968
609651910,98,27.8,9823.8,0.00,6.2,964.4,-34660
610012545,99,28.5,9829.6,5.84,6.6,965.6,41393
610149978,99,28.5,9839.4,9.84,6.7,966.1,31886
610271445,99,28.5,9851.4,11.98,6.8,966.5,28895
610380036,99,28.4,9866.0,14.59,7.0,966.9,26179
610480784,99,28.4,9882.6,16.54,7.1,967.3,24587
610577279,99,28.4,9899.9,17.37,7.2,967.7,23991
610673791,99,28.4,9917.1,17.14,7.3,968.2,24156
610772295,99,28.4,9933.1,16.00,7.5,968.6,24998
611055920,99,28.3,9933.1,0.00,8.0,970.1,-35689
611172538,99,28.3,9933.1,0.00,8.1,970.7,-26739
611265031,99,28.3,9933.1,0.00,8.3,971.2,-22046
611352674,99,28.3,9933.1,0.00,8.4,971.6,-22993
611451442,99,28.3,9933.1,0.00,8.6,972.0,-26498
611562767,99,28.3,9933.1,0.00,8.7,972.6,-29641
611686585,99,28.2,9933.1,0.00,8.9,973.1,-33134
611847586,99,28.2,9933.1,0.00,9.1,973.8,-49425
612067971,100,28.2,9933.3,0.21,9.3,974.7,220385
612230745,100,28.3,9940.7,7.45,9.4,975.3,36627
612361532,100,28.4,9951.2,10.51,9.5,975.8,30853
612475322,100,28.4,9964.7,13.43,9.6,976.3,27286
612579509,100,28.5,9980.1,15.39,9.7,976.8,25492
612679509,100,28.5,9996.2,16.18,9.8,977.2,24862
612779523,100,28.5,10012.3,16.03,9.9,977.7,24977
612881281,100,28.6,10027.3,15.01,10.0,978.2,25810
613164254,100,28.7,10027.3,0.00,10.4,979.7,-40063
613293151,100,28.7,10027.3,0.00,10.7,980.4,-28383
613390512,100,28.7,10027.3,0.00,10.7,980.9,-23058
613484146,100,28.8,10027.3,0.00,10.9,981.3,-22699
613582204,100,28.8,10027.3,0.00,10.9,981.8,-24610
613682029,100,28.8,10027.3,0.00,11.1,982.3,-26294
613796930,100,28.8,10027.3,0.00,11.2,982.8,-31226
613947221,100,28.8,10027.3,0.00,11.3,983.5,-44999
614229736,101,28.9,10031.4,4.09,11.5,984.6,49453
614387121,101,28.8,10039.5,8.13,11.6,985.3,35072
614512804,101,28.7,10050.7,11.20,11.7,985.8,29879
614622852,101,28.6,10065.1,14.37,11.7,986.3,26384
614723901,101,28.6,10081.5,16.44,11.8,986.7,24661
614821413,101,28.5,10098.5,16.98,11.9,987.2,24268
614919632,101,28.5,10115.0,16.53,12.0,987.7,24596
615020125,101,28.4,10130.5,15.45,12.0,988.2,25440
615280295,101,28.3,10130.5,0.00,12.4,989.7,-35372
615399255,101,28.2,10130.5,0.00,12.5,990.3,-26986
615496677,101,28.2,10130.5,0.00,12.6,990.8,-23902
615594699,101,28.2,10130.5,0.00,12.7,991.3,-25815
615701554,101,28.2,10130.5,0.00,12.8,991.9,-28300
615822071,101,28.1,10130.5,0.00,12.9,992.4,-31640
615949827,101,28.1,10130.5,0.00,13.0,993.0,-33214
616103429,101,28,10130.5,0.00,13.1,993.7,-45388
616354462,102,28,10134.3,3.82,13.2,994.8,51194
616512475,102,28,10142.1,7.83,13.2,995.5,35748
616639383,102,28,10153.1,11.05,13.3,996.0,30086
616750576,102,28,10167.3,14.14,13.4,996.5,26597
616852219,102,28,10183.6,16.31,13.4,997.0,24764
616950253,102,28.1,10200.4,16.84,13.5,997.5,24368
617048508,102,28.1,10216.9,16.48,13.5,997.9,24637
617149246,102,28.1,10232.2,15.26,13.6,998.5,25596
617403240,102,28.1,10232.2,0.00,13.9,999.9,-43466
617520757,102,28.1,10232.2,0.00,14.0,1000.6,-25726
617611566,102,28.1,10232.2,0.00,14.1,1001.0,-22724
617706144,102,28.1,10232.2,0.00,14.2,1001.5,-25062
617808282,102,28.1,10232.2,0.00,14.3,1002.1,-26478
617922465,102,28.1,10232.2,0.00,14.3,1002.6,-30577
618049113,102,28.1,10232.2,0.00,14.4,1003.2,-33760
618216240,102,28.1,10232.2,0.00,14.5,1004.0,-50819
618470607,103,28.1,10234.6,2.45,14.5,1005.1,63883
618631318,103,28.2,10242.2,7.61,14.5,1005.8,36242
618759044,103,28.2,10253.2,11.01,14.5,1006.3,30137
618870200,103,28.2,10267.5,14.26,14.6,1006.8,26480
618971675,103,28.2,10283.8,16.26,14.6,1007.3,24798
619069941,103,28.2,10300.5,16.73,14.6,1007.8,24452
619169014,103,28.2,10316.8,16.29,14.7,1008.3,24777
619270834,103,28.2,10331.7,14.89,14.8,1008.8,25911
619522250,103,28.2,10331.7,0.00,15.0,1010.2,-27760
619632242,103,28.2,10331.7,0.00,15.0,1010.8,-29922
619746193,103,28.2,10331.7,0.00,15.1,1011.4,-26884
619847617,103,28.2,10331.7,0.00,15.2,1012.0,-26120
619958176,103,28.2,10331.7,0.00,15.3,1012.5,-29433
620081579,103,28.2,10331.7,0.00,15.3,1013.1,-32492
620217948,103,28.3,10331.7,0.00,15.3,1013.8,-36033
620392935,103,28.3,10331.7,0.00,15.4,1014.6,-53800
620640296,104,28.3,10333.5,1.87,15.4,1015.6,73152
620800459,104,28.2,10341.4,7.81,15.4,1016.3,35773
620928089,104,28.1,10352.4,11.00,15.4,1016.8,30146
621038721,104,28.1,10366.6,14.27,15.4,1017.3,26477
621139782,104,28.1,10383.1,16.43,15.4,1017.8,24667
621236920,104,28.1,10400.3,17.25,15.4,1018.2,24075
621334400,104,28,10416.9,16.60,15.5,1018.7,24547
621434782,104,28,10432.2,15.29,15.5,1019.2,25577
621700623,104,27.9,10432.2,0.00,15.7,1020.7,-36077
621822086,104,27.9,10432.2,0.00,15.8,1021.4,-27851
621921631,104,27.9,10432.2,0.00,15.8,1021.9,-23643
622017979,104,27.9,10432.2,0.00,15.9,1022.4,-25348
622126295,104,27.8,10432.2,0.00,15.9,1023.0,-27957
622243406,104,27.8,10432.2,0.00,16.0,1023.5,-30806
622373689,104,27.8,10432.2,0.00,16.0,1024.2,-34638
622540766,104,27.8,10432.2,0.00,16.0,1024.9,-51898
622780986,105,27.8,10432.4,0.17,16.0,1025.9,240220
622949758,105,27.8,10439.5,7.16,16.0,1026.6,37364
623082351,105,27.8,10449.9,10.37,16.0,1027.2,31053
623197552,105,27.8,10463.2,13.25,15.9,1027.7,27470
623301739,105,27.8,10478.6,15.48,15.9,1028.2,25412
623401212,105,27.8,10495.1,16.44,16.0,1028.6,24660
623500932,105,27.9,10511.3,16.17,16.0,1029.1,24869
623602504,105,27.9,10526.3,15.07,16.0,1029.6,25756
623869267,105,27.9,10526.3,0.00,16.1,1031.1,-32493
623982389,105,27.9,10526.3,0.00,16.2,1031.7,-26091
624075117,105,27.9,10526.3,0.00,16.3,1032.2,-22538
624166215,105,27.9,10526.3,0.00,16.3,1032.7,-24044
624267606,105,27.9,10526.3,0.00,16.3,1033.2,-26700
624378693,105,27.9,10526.3,0.00,16.3,1033.7,-29427
624503237,105,27.9,10526.3,0.00,16.3,1034.3,-32945
624657683,105,27.9,10526.3,0.00,16.3,1035.0,-46247
624934989,106,27.9,10529.5,3.21,16.3,1036.2,55823
625095957,106,27.9,10537.1,7.61,16.3,1036.9,36260
625223571,106,27.9,10548.2,11.03,16.3,1037.4,30110
625335195,106,27.9,10562.2,14.02,16.3,1037.9,26704
625438109,106,27.9,10577.8,15.62,16.3,1038.4,25306
625538288,106,27.9,10594.0,16.16,16.3,1038.8,24878
625638806,106,27.9,10609.8,15.81,16.3,1039.3,25146
625741762,106,27.9,10624.4,14.64,16.3,1039.9,26139
625976968,106,27.9,10624.4,0.00,16.5,1041.2,-32152
626093937,106,27.9,10624.4,0.00,16.5,1041.8,-27543
626192381,106,27.9,10624.4,0.00,16.6,1042.3,-24138
626286785,106,27.9,10624.4,0.00,16.6,1042.8,-24428
626385079,106,27.9,10624.4,0.00,16.6,1043.3,-25327
626488999,106,27.9,10624.4,0.00,16.6,1043.8,-27576
626606436,106,27.8,10624.4,0.00,16.6,1044.3,-31417
626759915,106,27.8,10624.4,0.00,16.6,1045.0,-47430
627032716,107,27.8,10626.6,2.14,16.6,1046.2,68354
627194874,107,27.9,10634.0,7.46,16.6,1046.9,36617
627323885,107,28,10645.0,10.99,16.6,1047.4,30165
627434956,107,28,10659.3,14.27,16.5,1047.9,26477
627536365,107,28,10675.4,16.08,16.5,1048.4,24937
627635745,107,28.1,10691.5,16.16,16.5,1048.8,24878
627736676,107,28.1,10707.0,15.48,16.6,1049.3,25417
627840687,107,28.1,10721.2,14.25,16.6,1049.9,26489
628061660,107,28.2,10721.2,0.00,16.6,1051.1,-35552
628180101,107,28.2,10721.2,0.00,16.7,1051.7,-26917
628273191,107,28.3,10721.2,0.00,16.7,1052.2,-22815
628365932,107,28.3,10721.2,0.00,16.8,1052.7,-24941
628469757,107,28.3,10721.2,0.00,16.8,1053.2,-27187
628584522,107,28.3,10721.2,0.00,16.8,1053.7,-30180
628705205,107,28.3,10721.2,0.00,16.8,1054.3,-30927
628844162,107,28.4,10721.2,0.00,16.8,1054.9,-40728
629170125,108,28.4,10726.1,4.86,16.7,1056.3,45344
629324242,108,28.4,10734.3,8.24,16.6,1056.9,34839
629450441,108,28.3,10745.5,11.13,16.6,1057.4,29973
629561781,108,28.3,10759.5,14.02,16.6,1057.9,26710
629665471,108,28.3,10775.0,15.51,16.6,1058.4,25395
629766656,108,28.3,10790.6,15.59,16.6,1058.9,25328
629869349,108,28.3,10805.7,15.14,16.6,1059.4,25701
629974428,108,28.2,10819.8,14.05,16.6,1059.9,26677
630228176,108,28.2,10819.8,0.00,16.8,1061.3,-41213
630348827,108,28.2,10819.8,0.00,16.8,1062.0,-25385
630436144,108,28.2,10819.8,0.00,16.8,1062.4,-20810
630520032,108,28.2,10819.8,0.00,16.8,1062.8,-21845
630617615,108,28.2,10819.8,0.00,16.8,1063.3,-26096
630729568,108,28.2,10819.8,0.00,16.9,1063.9,-30049
630857679,108,28.1,10819.8,0.00,16.9,1064.5,-34192
631027584,108,28.1,10819.8,0.00,16.8,1065.2,-52690
631289253,109,28.1,10821.4,1.60,16.8,1066.3,79133
631454886,109,28.1,10828.7,7.32,16.8,1067.0,36969
631583459,109,28.1,10839.7,11.00,16.7,1067.5,30156
631694689,109,28.1,10853.7,14.05,16.7,1068.0,26677
631796498,109,28.2,10869.7,15.99,16.7,1068.5,25007
631896132,109,28.2,10885.7,15.99,16.7,1068.9,25007
631997502,109,28.2,10901.1,15.39,16.7,1069.4,25491
632101599,109,28.2,10915.4,14.26,16.7,1070.0,26484
632374117,109,28.2,10915.4,0.00,16.8,1071.5,-30071
632488947,109,28.2,10915.4,0.00,16.8,1072.1,-29021
632601074,109,28.2,10915.4,0.00,16.9,1072.6,-27240
632708019,109,28.2,10915.4,0.00,16.9,1073.2,-27677
632821164,109,28.2,10915.4,0.00,16.9,1073.7,-28855
632938584,109,28.2,10915.4,0.00,17.0,1074.3,-30720
633070762,109,28.2,10915.4,0.00,17.0,1074.9,-36117
633256159,109,28.2,10915.4,0.00,16.9,1075.7,-58722
633499032,110,28.3,10915.5,0.17,16.8,1076.7,242873
633673840,110,28.1,10922.0,6.46,16.8,1077.4,39353
633811835,110,28,10931.6,9.65,16.7,1078.0,32184
633931388,110,28,10944.0,12.32,16.7,1078.5,28493
634039233,110,27.9,10958.5,14.48,16.7,1078.9,26276
634143379,110,27.8,10973.3,14.87,16.6,1079.4,25930
634247764,110,27.8,10988.2,14.84,16.6,1079.9,25960
634353635,110,27.7,11002.1,13.95,16.7,1080.4,26770
634635620,110,27.6,11002.1,0.00,16.8,1081.9,-26228
634738102,110,27.6,11002.1,0.00,16.8,1082.4,-26419
634840647,110,27.6,11002.1,0.00,16.8,1082.9,-25591
634941886,110,27.5,11002.1,0.00,16.8,1083.4,-26661
635051566,110,27.5,11002.1,0.00,16.8,1084.0,-28766
635171396,110,27.5,11002.1,0.00,16.8,1084.5,-31738
635309889,110,27.4,11002.1,0.00,16.8,1085.1,-37340
635506367,110,27.4,11002.1,0.00,16.8,1086.0,-65880
635675303,111,27.4,11007.5,5.42,16.7,1086.7,42949
635860825,111,27.4,11013.9,6.35,16.6,1087.4,39679
635996457,111,27.4,11024.2,10.34,16.6,1088.0,31100
636112308,111,27.4,11037.3,13.05,16.6,1088.5,27680
636217068,111,27.4,11052.5,15.18,16.6,1088.9,25668
636318386,111,27.4,11068.1,15.63,16.6,1089.4,25290
636420419,111,27.4,11083.5,15.37,16.6,1089.9,25508
636524749,111,27.4,11097.8,14.33,16.6,1090.4,26417
636820975,111,27.4,11097.8,0.00,16.7,1092.1,-38342
636954339,111,27.4,11097.8,0.00,16.8,1092.8,-29443
637056476,111,27.4,11097.8,0.00,16.8,1093.3,-24089
637152374,111,27.5,11097.8,0.00,16.8,1093.8,-24868
637256819,111,27.5,11097.8,0.00,16.8,1094.3,-27409
637372197,111,27.5,11097.8,0.00,16.8,1094.8,-30227
637500297,111,27.5,11097.8,0.00,16.8,1095.4,-34003
637675780,111,27.5,11097.8,0.00,16.8,1096.2,-57131
637896926,112,27.5,11098.0,0.20,16.8,1097.1,221146
638070408,112,27.4,11104.7,6.74,16.7,1097.8,38513
638203672,112,27.4,11115.1,10.36,16.7,1098.4,31074
638317885,112,27.4,11128.6,13.52,16.6,1098.9,27194
638420801,112,27.3,11144.4,15.82,16.6,1099.3,25144
638520656,112,27.3,11160.4,15.95,16.6,1099.8,25040
638622292,112,27.3,11175.7,15.35,16.6,1100.2,25525
638727196,112,27.3,11189.8,14.04,16.6,1100.8,26692
639002662,112,27.2,11189.8,0.00,16.8,1102.3,-34796
639125305,112,27.2,11189.8,0.00,16.8,1102.9,-29901
639223572,112,27.2,11189.8,0.00,16.8,1103.4,-23377
639311579,112,27.2,11189.8,0.00,16.8,1103.8,-21994
639398926,112,27.2,11189.8,0.00,16.8,1104.3,-22476
639499119,112,27.2,11189.8,0.00,16.8,1104.8,-27608
639623077,112,27.2,11189.8,0.00,16.8,1105.3,-34099
639805465,112,27.1,11189.8,0.00,16.8,1106.1,-60208
640030943,113,27.1,11190.0,0.20,16.8,1107.1,225478
640204182,113,27.2,11196.5,6.56,16.7,1107.8,39037
640338031,113,27.3,11207.1,10.56,16.7,1108.3,30772
640453000,113,27.4,11220.3,13.24,16.6,1108.8,27483
640557591,113,27.4,11235.5,15.19,16.6,1109.3,25661
640658852,113,27.5,11251.1,15.59,16.6,1109.7,25327
640761316,113,27.5,11266.3,15.24,16.6,1110.2,25619
640866484,113,27.5,11280.4,14.01,16.6,1110.7,26717
641144956,113,27.6,11280.4,0.00,16.8,1112.2,-34287
641268680,113,27.7,11280.4,0.00,16.8,1112.9,-28428
641372002,113,27.7,11280.4,0.00,16.8,1113.4,-24586
641469816,113,27.7,11280.4,0.00,16.8,1113.9,-25832
641581072,113,27.8,11280.4,0.00,16.8,1114.4,-29757
641708869,113,27.8,11280.4,0.00,16.8,1115.0,-34220
641851109,113,27.8,11280.4,0.00,16.8,1115.7,-37152
642035388,113,27.8,11280.4,0.00,16.8,1116.5,-58517
642248300,114,27.9,11280.6,0.22,16.8,1117.3,212912
642424537,114,27.8,11287.3,6.70,16.7,1118.0,38642
642559903,114,27.7,11297.3,10.07,16.6,1118.6,31506
642676443,114,27.7,11310.2,12.86,16.6,1119.0,27882
642782163,114,27.6,11325.3,15.08,16.6,1119.5,25751
642884578,114,27.6,11340.6,15.29,16.6,1119.9,25578
642988368,114,27.5,11355.4,14.84,16.6,1120.4,25960
643095019,114,27.5,11368.9,13.53,16.6,1120.9,27188
643355081,114,27.4,11368.9,0.00,16.6,1122.3,-34304
643473246,114,27.4,11368.9,0.00,16.7,1122.9,-27121
643576285,114,27.4,11368.9,0.00,16.7,1123.4,-25100
643679512,114,27.3,11368.9,0.00,16.7,1123.9,-27367
643796441,114,27.3,11368.9,0.00,16.7,1124.5,-30666
643925176,114,27.3,11368.9,0.00,16.7,1125.0,-33905
644065184,114,27.3,11368.9,0.00,16.7,1125.7,-37073
644250837,114,27.2,11368.9,0.00,16.6,1126.4,-58185
644492664,115,27.2,11369.1,0.17,16.6,1127.4,241827
644664392,115,27.1,11375.9,6.83,16.5,1128.1,38279
644799310,115,27.1,11385.9,9.98,16.4,1128.6,31650
644915867,115,27.1,11398.7,12.75,16.4,1129.0,28008
645022315,115,27,11413.4,14.72,16.3,1129.5,26066
645126532,115,27,11427.9,14.52,16.3,1129.9,26247
645232405,115,27,11442.2,14.26,16.3,1130.4,26484
645340730,115,27,11455.4,13.24,16.3,1130.9,27477
645620267,115,26.9,11455.4,0.00,16.4,1132.4,-30354
645735818,115,26.9,11455.4,0.00,16.5,1132.9,-30374
645855868,115,26.9,11455.4,0.00,16.5,1133.5,-28625
645964185,115,26.9,11455.4,0.00,16.5,1134.0,-27890
646079402,115,26.9,11455.4,0.00,16.5,1134.6,-29752
646203320,115,26.9,11455.4,0.00,16.5,1135.1,-32362
646339095,115,26.8,11455.4,0.00,16.5,1135.7,-36619
646527425,115,26.8,11455.4,0.00,16.4,1136.5,-63313
646755852,116,26.8,11455.6,0.19,16.3,1137.4,228427
646938773,116,26.8,11461.8,6.23,16.3,1138.0,40060
647078870,116,26.7,11471.2,9.34,16.2,1138.6,32719
647199688,116,26.7,11483.1,11.96,16.1,1139.0,28920
647310166,116,26.7,11497.1,14.03,16.1,1139.5,26702
647418104,116,26.7,11510.9,13.73,16.1,1139.9,26987
647527317,116,26.7,11524.2,13.32,16.1,1140.4,27396
647639728,116,26.7,11536.4,12.16,16.1,1140.9,28679
647926570,116,26.6,11536.4,0.00,16.1,1142.4,-45633
