workout_time,stroke_time,inst_drag,stroke_power,spm
539943741,500249,49847,239859,222
540024170,580678,49534,289393,222
540107265,663773,47120,336513,222
540471946,1028454,-14853,0,222
540668975,1225483,-22159,0,222
540857307,1413815,-20194,0,222
541074487,1630995,-16636,0,222
541263473,1819981,-23717,0,222
541421507,1978015,-25961,0,222
541570415,2126923,-26545,0,222
541740962,2297470,-20600,0,222
541980365,0,21782,21782,225
542122076,141711,32617,54399,225
542230511,250146,39331,93730,225
542324263,343898,44680,138410,225
542408979,428614,48664,187074,225
542488883,508518,50474,237548,225
542568012,587647,50553,288101,225
542648989,668624,48442,336543,225
543046690,1066325,-17214,0,225
543222358,1241993,-24556,0,225
543404018,1423653,-18829,0,225
543655631,1675266,-17220,0,225
543831912,1851547,-24479,0,225
543975746,1995381,-28820,0,225
544104414,2124049,-31434,0,225
544245179,2264814,-24684,0,225
544517745,0,22634,22634,227
544656833,139088,32380,55014,227
544765255,247510,39499,94513,227
544858778,341033,44680,139193,227
544943101,425356,48782,187975,227
545022825,505080,50502,238477,227
545101875,584130,50510,288987,227
545183265,665520,48151,337138,227
545559963,1042218,-14809,0,227
545764228,1246483,-20938,0,227
545980047,1462302,-16424,0,227
546224745,1707000,-15003,0,227
546395086,1877341,-25007,0,227
546542858,2025113,-28518,0,227
546673672,2155927,-30089,0,227
546820647,2302902,-24764,0,227
547071089,0,21480,21480,228
547217483,146394,31449,52929,228
547330244,259155,37996,90925,228
547426396,355307,43569,134494,228
547513076,441987,47546,182040,228
547594803,523714,49541,231581,228
547675572,604483,49485,281066,228
547758844,687755,46899,327965,228
548147036,1075947,-14140,0,228
548354735,1283646,-20563,0,228
548561045,1489956,-17645,0,228
548812649,1741560,-14895,0,228
549005695,1934606,-23054,0,228
549160919,2089830,-26908,0,228
549309744,2238655,-25691,0,228
549496523,2425434,-19871,0,228
549761001,0,20941,20941,226
549911919,150918,29866,50807,226
550027847,266846,37432,88239,226
550125277,364276,43230,131469,226
550211881,450880,47801,179270,226
550293212,532211,49664,228934,226
550373510,612509,49835,278769,226
550455484,694483,47980,326749,226
550856441,1095440,-14294,0,226
551067838,1306837,-20355,0,226
551282312,1521311,-17302,0,226
551515519,1754518,-17004,0,226
551704294,1943293,-23346,0,226
551864265,2103264,-25232,0,226
552009787,2248786,-27695,0,226
552199700,2438699,-17907,0,226
552324957,0,37774,37774,228
552488666,163709,29324,67098,228
552605258,280301,37120,104218,228
552702147,377190,43561,147779,228
552788643,463686,47821,195600,228
552869794,544837,49763,245363,228
552950041,625084,49912,295275,228
553031499,706542,48449,343724,228
553421198,1096241,-17275,0,228
553613069,1288112,-22701,0,228
553797442,1472485,-20577,0,228
554001848,1676891,-18549,0,228
554192610,1867653,-23081,0,228
554354725,2029768,-25838,0,228
554500163,2175206,-27070,0,228
554672792,2347835,-19166,0,228
554881640,0,4788,4788,229
555042287,160647,28654,33442,229
555162039,280399,36222,69664,229
555260746,379106,42922,112586,229
555348208,466568,47391,159977,229
555430150,548510,49329,209306,229
555511210,629570,49453,258759,229
555594115,712475,47359,306118,229
555938991,1057351,-17132,0,229
556121205,1239565,-22955,0,229
556323401,1441761,-17102,0,229
556592216,1710576,-14545,0,229
556770055,1888415,-23063,0,229
556932251,2050611,-25825,0,229
557078372,2196732,-27194,0,229
557241958,2360318,-22744,0,229
557470192,0,21767,21767,229
557610678,140486,32969,54736,229
557718223,248031,39541,94277,229
557811272,341080,45036,139313,229
557894875,424683,49278,188591,229
557973970,503778,51017,239608,229
558052242,582050,51116,290724,229
558132461,662269,48938,339662,229
558488211,1018019,-17226,0,229
558678610,1208418,-22241,0,229
558864654,1394462,-20865,0,229
559063533,1593341,-18478,0,229
559248188,1777996,-23208,0,229
559413864,1943672,-24637,0,229
559571493,2101301,-24228,0,229
559769176,2298984,-16871,0,229
560035782,0,29116,29116,230
560151667,115885,37293,66409,230
560248863,213081,43402,109811,230
560335385,299603,47787,157598,230
560416742,380960,49748,207346,230
560496852,461070,49975,257321,230
560578578,542796,48141,305462,230
560990535,954753,-17671,0,230
561177885,1142103,-22786,0,230
561374223,1338441,-18070,0,230
561591413,1555631,-18242,0,230
561763347,1727565,-26176,0,230
561901496,1865714,-29778,0,230
562033097,1997315,-29894,0,230
562190059,2154277,-22624,0,230
562382641,0,14235,14235,236
562537475,154834,29604,43839,236
562656468,273827,35999,79838,236
562756600,373959,41932,121770,236
562846609,463968,45974,167744,236
562930868,548227,48026,215770,236
563013355,630714,48640,264410,236
563097137,714496,46992,311402,236
563505459,1122818,-16680,0,236
563688282,1305641,-23362,0,236
563867533,1484892,-20690,0,236
564098400,1715759,-15265,0,236
564284227,1901586,-22813,0,236
564450849,2068208,-24645,0,236
564603232,2220591,-26191,0,236
564773725,2391084,-20522,0,236
564947157,0,5765,5765,235
565105858,158701,29448,35213,235
565221307,274150,37605,72818,235
565318080,370923,43495,116313,235
565405085,457928,47508,163821,235
565487434,540277,48976,212797,235
565569086,621929,49034,261831,235
565652875,705718,46864,308695,235
566078023,1130866,-12367,0,235
566297893,1350736,-19544,0,235
566508240,1561083,-18208,0,235
566746877,1799720,-15324,0,235
566933623,1986466,-23374,0,235
567089089,2141932,-27574,0,235
567223952,2276795,-28774,0,235
567403310,2456153,-18137,0,235
567541066,0,7259,7259,234
567706265,165199,28418,35677,234
567828048,286982,35391,71068,234
567929623,388557,41611,112679,234
568019926,478860,46004,158683,234
568104132,563066,48137,206820,234
568186843,645777,48515,255335,234
568270943,729877,46766,302101,234
568725207,1184141,-14811,0,234
568928702,1387636,-20811,0,234
569118185,1577119,-20364,0,234
569328011,1786945,-19435,0,234
569483068,1942002,-26662,0,234
569633078,2092012,-27974,0,234
569761987,2220921,-31103,0,234
569900848,2359782,-27668,0,234
570105336,0,21391,21391,233
570249696,144360,31613,53004,233
570361499,256163,38562,91566,233
570456298,350962,44222,135788,233
570541274,435938,48666,184454,233
570620833,515497,50789,235243,233
570699283,593947,51075,286318,233
570778986,673650,49433,335751,233
571191788,1086452,-16765,0,233
571403277,1297941,-19430,0,233
571625095,1519759,-17368,0,233
571846867,1741531,-17688,0,233
572029848,1924512,-23450,0,233
572207147,2101811,-22764,0,233
572349955,2244619,-30013,0,233
572497495,2392159,-23760,0,233
572668029,0,5863,5863,233
572827417,159388,28842,34705,233
572946054,278025,36357,71062,233
573045419,377390,42620,113682,233
573133801,465772,46895,160577,233
573216978,548949,48678,209255,233
573298915,630886,48930,258185,233
573382361,714332,47047,305232,233
573803316,1135287,-14536,0,233
574000591,1332562,-21186,0,233
574213333,1545304,-17253,0,233
574449893,1781864,-17272,0,233
574625707,1957678,-24480,0,233
574780780,2112751,-26550,0,233
574933358,2265329,-24201,0,233
575110318,2442289,-21931,0,233
575327759,0,18774,18774,231
575484877,157118,29285,48059,231
575602140,274381,37020,85079,231
575699866,372107,43177,128256,231
575786999,459240,47321,175577,231
575869139,541380,49142,224719,231
575950508,622749,49219,273938,231
576033360,705601,47514,321452,231
576481858,1154099,-14488,0,231
576686185,1358426,-21226,0,231
576896557,1568798,-16958,0,231
577162261,1834502,-13554,0,231
577360046,2032287,-22315,0,231
577520314,2192555,-25620,0,231
577670678,2342919,-26032,0,231
577840267,2512508,-23036,0,231
577962132,0,8205,8205,230
578129561,167429,28118,36323,230
578254006,291874,34182,70505,230
578358838,396706,40420,110925,230
578452338,490206,44448,155373,230
578539052,576920,46842,202215,230
578623721,661589,47483,249698,230
578709339,747207,46106,295804,230
578852677,890545,14826,310630,230
579171929,1209797,-17187,0,230
579388010,1425878,-18771,0,230
579610147,1648015,-17558,0,230
579846015,1883883,-16122,0,230
580028976,2066844,-25362,0,230
580175447,2213315,-27966,0,230
580317773,2355641,-26522,0,230
580478874,2516742,-23949,0,230
580711293,0,19902,19902,227
580866063,154770,30248,50150,227
580979438,268145,38028,88178,227
581075623,364330,43721,131899,227
581161942,450649,47915,179814,227
581243068,531775,49872,229686,227
581323067,611774,50035,279721,227
581404143,692850,48614,328335,227
581532136,820843,17891,346226,227
581880426,1169133,-15728,0,227
582082931,1371638,-21457,0,227
582279027,1567734,-19226,0,227
582510720,1799427,-16157,0,227
582705564,1994271,-23673,0,227
582864177,2152884,-25941,0,227
583015221,2303928,-25722,0,227
583179164,2467871,-23107,0,227
583423293,0,20292,20292,225
583572611,149318,31414,51706,225
583682565,259272,39013,90719,225
583776787,353494,44336,135055,225
583861652,438359,48597,183652,225
583941547,518254,50584,234236,225
584020286,596993,50924,285160,225
584100163,676870,49438,334598,225
584206246,782953,25352,359950,225
584594370,1171077,-15034,0,225
584779314,1356021,-24705,0,225
584949136,1525843,-21592,0,225
585183123,1759830,-14914,0,225
585382440,1959147,-22842,0,225
585543724,2120431,-25779,0,225
585694828,2271535,-25298,0,225
585876068,2452775,-18869,0,225
586123902,0,19685,19685,224
586274599,150697,30728,50413,224
586386885,262983,38497,88910,224
586482341,358439,43805,132715,224
586568776,444874,47591,180306,224
586650666,526764,49166,229472,224
586731876,607974,49219,278691,224
586814906,691004,47438,326129,224
587276196,1152294,-12827,0,224
587515084,1391182,-18510,0,224
587743294,1619392,-16224,0,224
588006745,1882843,-15587,0,224
588193150,2069248,-23165,0,224
588355003,2231101,-25299,0,224
588519056,2395154,-22636,0,224
588760924,2637022,-12943,0,224
588927060,0,6019,6019,221
589095596,168536,28254,34273,221
589216536,289476,35714,69987,221
589317967,390907,41571,111558,221
589408871,481811,45448,157006,221
589494222,567162,47337,204343,221
589578379,651319,47605,251948,221
589664064,737004,45974,297922,221
590122245,1195185,-14295,0,221
590351899,1424839,-17749,0,221
590586425,1659365,-16127,0,221
590825982,1898922,-16500,0,221
591009409,2082349,-23203,0,221
591171058,2243998,-26310,0,221
591317729,2390669,-25779,0,221
591504301,2577241,-18585,0,221
591698831,0,5140,5140,219
591872279,173448,26218,31358,219
592000228,301397,34711,66069,219
592103454,404623,41175,107244,219
592194051,495220,45814,153058,219
592278683,579852,47794,200852,219
592362038,663207,48118,248970,219
592446791,747960,46494,295464,219
592893200,1194369,-13947,0,219
593110868,1412037,-20892,0,219
593297540,1598709,-20889,0,219
593505127,1806296,-17318,0,219
593708863,2010032,-21407,0,219
593891265,2192434,-22696,0,219
594068339,2369508,-22117,0,219
594269763,2570932,-16443,0,219
594430294,0,6229,6229,219
594596935,166641,28360,34589,219
594718799,288505,35344,69933,219
594820506,390212,41633,111566,219
594910322,480028,46264,157830,219
594993490,563196,48751,206581,219
595074959,644665,49239,255820,219
595157494,727200,47769,303589,219
595584217,1153923,-16086,0,219
595789163,1358869,-20624,0,219
595985191,1554897,-20006,0,219
596198191,1767897,-17008,0,219
596389241,1958947,-23406,0,219
596554215,2123921,-25246,0,219
596704076,2273782,-26554,0,219
596872206,2441912,-20608,0,219
597122891,0,19057,19057,219
597280958,158067,28586,47643,219
597403952,281061,35144,82787,219
597506201,383310,41361,124148,219
597596924,474033,45564,169712,219
597681956,559065,47544,217256,219
597765875,642984,47803,265059,219
597851318,728427,45972,311031,219
598266631,1143740,-16157,0,219
598452275,1329384,-22789,0,219
598641333,1518442,-19793,0,219
598866985,1744094,-16069,0,219
599080856,1957965,-20890,0,219
599269528,2146637,-21422,0,219
599445696,2322805,-22278,0,219
599668791,2545900,-15517,0,219
599848084,0,5577,5577,219
600013581,165497,28708,34285,219
600133365,285281,36001,70286,219
600235000,386916,41150,111436,219
600326985,478901,44859,156295,219
600414163,566079,46264,202559,219
600501046,652962,45951,248510,219
600590785,742701,43643,292153,219
600938946,1090862,-18407,0,219
601115264,1267180,-23436,0,219
601306669,1458585,-18846,0,219
601535268,1687184,-15931,0,219
601745156,1897072,-20993,0,219
601914118,2066034,-25664,0,219
602059701,2211617,-27063,0,219
602229371,2381287,-20168,0,219
602521276,0,20544,20544,220
602671217,149941,30436,50980,220
602788540,267264,36396,87376,220
602889507,368231,41459,128835,220
602980213,458937,45587,174422,220
603065541,544265,47355,221777,220
603150011,628735,47368,269145,220
603236409,715133,45448,314593,220
603655997,1134721,-15521,0,220
603861713,1340437,-21147,0,220
604056659,1535383,-19693,0,220
604280478,1759202,-16276,0,220
604476884,1955608,-21102,0,220
604665429,2144153,-21758,0,220
604851759,2330483,-20050,0,220
605092481,2571205,-15708,0,220
605393030,0,27099,27099,217
605518835,125805,34422,61521,217
605623854,230824,40120,101641,217
605717888,324858,44037,145678,217
605806291,413261,45768,191446,217
605893444,500414,46040,237486,217
605982473,589443,44068,281554,217
606425161,1032131,-15098,0,217
606623910,1230880,-22959,0,217
606799491,1406461,-21338,0,217
607019581,1626551,-16185,0,217
607221940,1828910,-21618,0,217
607402901,2009871,-22971,0,217
607574347,2181317,-22563,0,217
607797463,2404433,-15252,0,217
607959275,0,6180,6180,221
608127631,168356,28051,34231,221
608251612,292337,34636,68867,221
608356758,397483,40168,109035,221
608450387,491112,44338,153373,221
608537767,578492,46322,199695,221
608623846,664571,46593,246288,221
608712121,752846,44428,290716,221
609183484,1224209,-13288,0,221
609406585,1447310,-19729,0,221
609615106,1655831,-17709,0,221
609857823,1898548,-15576,0,221
610051267,2091992,-21350,0,221
610242990,2283715,-21346,0,221
610417220,2457945,-25376,0,221
610590094,2630819,-19131,0,221
610771341,0,5517,5517,219
610946955,175614,25896,31413,219
611074964,303623,34445,65858,219
611179228,407887,40663,106521,219
611271219,499878,45105,151626,219
611357139,585798,47094,198720,219
611441876,670535,47292,246012,219
611528271,756930,45448,291460,219
612009460,1238119,-13740,0,219
612212745,1441404,-20359,0,219
612442674,1671333,-14655,0,219
612707083,1935742,-17294,0,219
612887735,2116394,-21797,0,219
613053928,2282587,-25364,0,219
613205011,2433670,-25335,0,219
613405450,2634109,-15419,0,219
613583684,0,5610,5610,217
613774605,190921,24791,30401,217
613908407,324723,32908,63309,217
614017374,433690,38895,102204,217
614113654,529970,42970,145174,217
614204097,620413,44730,189904,217
614294223,710539,44206,234110,217
614387860,804176,41628,275738,217
614754262,1170578,-15977,0,217
614945225,1361541,-22308,0,217
615143253,1559569,-18365,0,217
615405204,1821520,-14366,0,217
615605116,2021432,-19943,0,217
615795458,2211774,-21930,0,217
615983749,2400065,-19368,0,217
616245023,2661339,-13877,0,217
616559955,0,24758,24758,213
616701435,141480,30509,55267,213
616816398,256443,37346,92613,213
616914431,354476,42960,135573,213
617003029,443074,46000,181573,213
617089203,529248,46554,228127,213
617177019,617064,44760,272887,213
617631358,1071403,-14950,0,213
617836999,1277044,-20233,0,213
618105132,1545177,-11937,0,213
618390947,1830992,-16636,0,213
618580916,2020961,-21807,0,213
618744114,2184159,-25572,0,213
618908640,2348685,-22205,0,213
619121617,2561662,-15293,0,213
619342676,0,4523,4523,213
619527477,184801,24479,29002,213
619666768,324092,31990,60992,213
619777359,434683,38463,99455,213
619873867,531191,43177,142632,213
619963845,621169,45026,187658,213
620052730,710054,44935,232593,213
620144017,801341,43014,275607,213
620487518,1144842,-15488,0,213
620671755,1329079,-21675,0,213
620860027,1517351,-20986,0,213
621063837,1721161,-17957,0,213
621268643,1925967,-19899,0,213
621457924,2115248,-22632,0,213
621628428,2285752,-22614,0,213
621833249,2490573,-16617,0,213
622057717,0,14768,14768,214
622225568,167851,27214,41982,214
622353460,295743,33740,75722,214
622460549,402832,39481,115203,214
622556130,498413,43211,158414,214
622646466,588749,44642,203056,214
622736744,679027,44228,247284,214
622829577,771860,42367,289651,214
622964118,906401,20178,309829,214
623369472,1311755,-15337,0,214
623558182,1500465,-22498,0,214
623739786,1682069,-20437,0,214
623981267,1923550,-15112,0,214
624164618,2106901,-23317,0,214
624322408,2264691,-26081,0,214
624474822,2417105,-24718,0,214
624648770,2591053,-22353,0,214
624917973,0,19313,19313,212
625075170,157197,29041,48354,212
625195186,277213,35976,84330,212
625296142,378169,41680,126010,212
625385886,467913,46262,172272,212
625469555,551582,48414,220686,212
625551962,633989,48562,269248,212
625635628,717655,47120,316368,212
625781266,863293,15102,331470,212
626225082,1307109,-11191,0,212
626450217,1532244,-22044,0,212
626613182,1695209,-24125,0,212
626808567,1890594,-18940,0,212
627020773,2102800,-18505,0,212
627224709,2306736,-19868,0,212
627530073,2612100,-9911,0,212
