workout_time,stroke_time,inst_drag,stroke_power,spm
362973090,1799019,-12173,0,202
363246705,2072634,-18396,0,202
363438308,2264237,-21030,0,202
363636345,2462274,-19247,0,202
363908638,2734567,-10819,0,202
364301103,0,22642,22642,199
364451019,149916,29459,52101,199
364571450,270347,35409,87510,199
364676217,375114,39877,127387,199
364772690,471587,42149,169536,199
364866771,565668,42645,212181,199
364962943,661840,40719,252900,199
365285345,984242,-21081,0,199
365443972,1142869,-25441,0,199
365611717,1310614,-22044,0,199
365843637,1542534,-14554,0,199
366091351,1790248,-17972,0,199
366277722,1976619,-22174,0,199
366467753,2166650,-19467,0,199
366713492,2412389,-13503,0,199
366972102,0,3866,3866,205
367168789,196687,22792,26658,205
367320182,348080,28882,55540,205
367444067,471965,34508,90048,205
367550816,578714,39251,129299,205
367648412,676310,41783,171082,205
367743012,770910,42491,213573,205
367839475,867373,40670,254243,205
368196765,1224663,-19543,0,205
368363243,1391141,-24388,0,205
368525482,1553380,-24672,0,205
368687878,1715776,-23122,0,205
368886304,1914202,-17743,0,205
369114994,2142892,-18357,0,205
369304077,2331975,-21892,0,205
369534585,2562483,-12761,0,205
369743981,0,8744,8744,207
369944514,200533,22654,31398,207
370099307,355326,28148,59546,207
370227797,483816,33179,92725,207
370338713,594732,37661,130386,207
370440075,696094,40230,170616,207
370538719,794738,40671,211287,207
370640449,896468,38296,249583,207
370974068,1230087,-18300,0,207
371140151,1396170,-25030,0,207
371293601,1549620,-26266,0,207
371452093,1708112,-23371,0,207
371650459,1906478,-17975,0,207
371864705,2120724,-19994,0,207
372046738,2302757,-21819,0,207
372279043,2535062,-13625,0,207
372456661,0,23791,23791,210
372667551,210890,21669,45460,210
372830300,373639,27002,72462,210
372965384,508723,31266,103728,210
373084264,627603,35071,138799,210
373193055,736394,37582,176381,210
373297465,840804,38689,215070,210
373403506,946845,36862,251932,210
373826859,1370198,-11802,0,210
373997242,1540581,-28130,0,210
374133035,1676374,-28879,0,210
374292602,1835941,-21295,0,210
374519853,2063192,-19385,0,210
374713436,2256775,-21559,0,210
374893296,2436635,-21991,0,210
375103726,2647065,-15347,0,210
375348504,0,4085,4085,209
375572439,223935,20477,24562,209
375736504,388000,27005,51567,209
375870287,521783,31546,83113,209
375988708,640204,35079,118192,209
376098571,750067,37049,155241,209
376205641,857137,37461,192702,209
376314316,965812,36266,228968,209
376633536,1285032,-24651,0,209
376778958,1430454,-26979,0,209
376928788,1580284,-25704,0,209
377120467,1771963,-17509,0,209
377355077,2006573,-17039,0,209
377563611,2215107,-20167,0,209
377755743,2407239,-20364,0,209
378300524,0,20841,20841,207
378465090,164566,27145,47986,207
378597509,296985,32048,80034,207
378712139,411615,36423,116457,207
378816799,516275,38984,155441,207
378918511,617987,39382,194823,207
379022490,721966,37630,232453,207
379352078,1051554,-16927,0,207
379531085,1230561,-23521,0,207
379700492,1399968,-23105,0,207
379892690,1592166,-17560,0,207
380136762,1836238,-17501,0,207
380339666,2039142,-20496,0,207
380528867,2228343,-20538,0,207
380738871,2438347,-16797,0,207
380931182,0,5199,5199,212
381127629,196447,22105,27304,212
381294234,363052,25591,52895,212
381432727,501545,30931,83826,212
381551059,619877,35693,119519,212
381656777,725595,38740,158259,212
381758527,827345,39547,197806,212
381861950,930768,37841,235647,212
382165983,1234801,-19148,0,212
382333077,1401895,-24902,0,212
382503585,1572403,-22184,0,212
382714508,1783326,-15531,0,212
382972968,2041786,-17757,0,212
383168428,2237246,-21306,0,212
383348550,2417368,-22096,0,212
383554473,2623291,-15609,0,212
383713605,0,21976,21976,212
383922880,209275,22369,44345,212
384075518,361913,28863,73208,212
384198031,484426,35005,108213,212
384303067,589462,39923,148136,212
384399158,685553,42367,190503,212
384492976,779371,42788,233291,212
384589068,875463,40685,273976,212
384893219,1179614,-18475,0,212
385061473,1347868,-24467,0,212
385231662,1518057,-22127,0,212
385441681,1728076,-15945,0,212
385738792,2025187,-13888,0,212
385959222,2245617,-20296,0,212
386135004,2421399,-22497,0,212
386382501,2668896,-11835,0,212
386736454,0,21399,21399,208
386894991,158537,28010,49409,208
387025602,289148,32522,81931,208
387139029,402575,36763,118694,208
387242674,506220,39401,158095,208
387343088,606634,40078,198173,208
387445540,709086,38284,236457,208
387747820,1011366,-20596,0,208
387882479,1146025,-33093,0,208
387992827,1256373,-36751,0,208
388104360,1367906,-33619,0,208
388236875,1500421,-27111,0,208
388396657,1660203,-23933,0,208
388590925,1854471,-16376,0,208
396514985,0,10906,10906,171
396699468,184483,27713,38619,171
396825367,310382,34705,73324,171
396934077,419092,38019,111343,171
397037851,522866,38848,150191,171
397143964,628979,37083,187274,171
397259260,744275,33141,220415,171
397581386,1066401,-27144,0,171
397701071,1186086,-34882,0,171
397812500,1297515,-35304,0,171
397927773,1412788,-32419,0,171
398078363,1563378,-22187,0,171
398299078,1784093,-18776,0,171
398479047,1964062,-20486,0,171
398942909,0,17289,17289,190
399126285,183376,25290,42579,190
399263329,320420,31105,73684,190
399384869,441960,34095,107779,190
399498187,555278,36030,143809,190
399607201,664292,37058,180867,190
399718206,775297,35103,215970,190
400057927,1115018,-22311,0,190
400202092,1259183,-28810,0,190
400334010,1391101,-30443,0,190
400471741,1528832,-26241,0,190
400669837,1726928,-17437,0,190
400857654,1914745,-24033,0,190
401028523,2085614,-21725,0,190
401464775,0,20448,20448,201
401619914,155139,29118,49566,201
401742944,278169,34386,83952,201
401851858,387083,38251,122203,201
401952568,487793,40368,162571,201
402050853,586078,40661,203232,201
402153274,688499,37857,241089,201
402472096,1007321,-19721,0,201
402626951,1162176,-26842,0,201
402784380,1319605,-24301,0,201
402969859,1505084,-18898,0,201
403197406,1732631,-19118,0,201
403390458,1925683,-22084,0,201
403582638,2117863,-18928,0,201
403964103,0,19292,19292,210
404132628,168525,26810,46102,210
404262843,298740,32946,79048,210
404374527,410424,37512,116560,210
404475686,511583,40384,156944,210
404573177,609074,41211,198155,210
404672800,708697,39154,237309,210
404974946,1010843,-18732,0,210
405131116,1167013,-27733,0,210
405273625,1309522,-26722,0,210
405474367,1510264,-15688,0,210
405701632,1737529,-18543,0,210
405884026,1919923,-23668,0,210
406051449,2087346,-22614,0,210
406501673,0,23087,23087,216
406645344,143671,30523,53610,216
406764965,263292,35391,89001,216
406869071,367398,40209,129210,216
406965037,463364,42181,171391,216
407059016,557343,42527,213918,216
407156500,654827,39972,253890,216
407482676,981003,-18688,0,216
407653101,1151428,-23888,0,216
407830498,1328825,-20449,0,216
408070313,1568640,-14839,0,216
408292212,1790539,-19807,0,216
408468750,1967077,-23593,0,216
408635770,2134097,-22718,0,216
409078152,0,22741,22741,220
409225959,147807,29605,52346,220
409348807,270655,34602,86948,220
409455457,377305,39192,126140,220
409553275,475123,41564,167704,220
409649583,571431,41442,209146,220
409749139,670987,39155,248301,220
410095057,1016905,-18623,0,220
410265046,1186894,-23771,0,220
410449563,1371411,-19766,0,220
410716080,1637928,-13324,0,220
410911424,1833272,-21819,0,220
411084911,2006759,-22758,0,220
411258380,2180228,-22807,0,220
411454498,2376346,-17150,0,220
411594534,0,25881,25881,224
411788689,194155,24794,50675,224
411926808,332274,31248,81923,224
412041850,447316,36786,118709,224
412144142,549608,40561,159270,224
412239420,644886,42587,201857,224
412333130,738596,42603,244460,224
412429844,835310,40238,284698,224
412721207,1126673,-19269,0,224
412892088,1297554,-23551,0,224
413083624,1489090,-18046,0,224
413359482,1764948,-13026,0,224
413610259,2015725,-18008,0,224
413805347,2210813,-20933,0,224
413991236,2396702,-21245,0,224
414251058,2656524,-9964,0,224
414495497,0,23569,23569,219
414638582,143085,30685,54254,219
414756258,260761,35860,90114,219
414859767,364270,40268,130382,219
414955316,459819,42671,173053,219
415048099,552602,43241,216294,219
415143180,647683,41017,257311,219
415475717,980220,-16663,0,219
415659923,1164426,-23191,0,219
415852914,1357417,-17981,0,219
416127171,1631674,-12572,0,219
416387157,1891660,-18460,0,219
416565670,2070173,-23113,0,219
416748278,2252781,-20304,0,219
416987425,2491928,-13341,0,219
417326962,0,23614,23614,217
417471636,144674,30386,54000,217
417588988,262026,36163,90163,217
417692204,365242,40207,130370,217
417788865,461903,41970,172340,217
417884646,557684,41644,213984,217
417983960,656998,39062,253046,217
418283615,956653,-19605,0,217
418449177,1122215,-23861,0,217
418628356,1301394,-20233,0,217
418871449,1544487,-15181,0,217
419106582,1779620,-19017,0,217
419289119,1962157,-23286,0,217
419479299,2152337,-17280,0,217
419968799,0,19524,19524,219
420136348,167549,27347,46871,219
420264141,295342,33351,80222,219
420374594,405795,37980,118202,219
420474889,506090,40515,158717,219
420572296,603497,41192,199909,219
420672608,703809,38863,238772,219
420965567,996768,-20080,0,219
421122889,1154090,-25496,0,219
421290332,1321533,-21873,0,219
421527529,1558730,-13889,0,219
421783328,1814529,-18261,0,219
421981179,2012380,-20216,0,219
422168832,2200033,-21765,0,219
422382085,2413286,-14151,0,219
422680916,0,23589,23589,219
422824240,143324,30684,54273,219
422939759,258843,36896,91169,219
423039966,359050,41835,133004,219
423131631,450715,44497,177501,219
423220900,539984,44996,222497,219
423312170,631254,42889,265386,219
423646527,965611,-19378,0,219
423808910,1127994,-25046,0,219
423975939,1295023,-22014,0,219
424224249,1543333,-13765,0,219
424451631,1770715,-19964,0,219
424643033,1962117,-20601,0,219
424824351,2143435,-22381,0,219
425029006,2348090,-16425,0,219
425176251,0,29101,29101,224
425360169,183918,25514,54615,224
425495256,319005,32183,86798,224
425606794,430543,37949,124747,224
425705325,529074,42190,166937,224
425797299,621048,44159,211096,224
425887550,711299,44357,255453,224
425980256,804005,42162,297615,224
426320405,1144154,-18590,0,224
426495675,1319424,-23172,0,224
426682154,1505903,-18757,0,224
426956824,1780573,-12968,0,224
427193193,2016942,-19411,0,224
427386598,2210347,-21226,0,224
427558796,2382545,-23906,0,224
427740410,2564159,-19561,0,224
427935404,0,5128,5128,222
428112599,177195,25919,31047,222
428243171,307767,33321,64368,222
428352780,417376,38467,102835,222
428450954,515550,42112,144947,222
428543467,608063,43689,188636,222
428635144,699740,43580,232216,222
428729963,794559,41044,273260,222
429014421,1079017,-18400,0,222
429189982,1254578,-23131,0,222
429391116,1455712,-17025,0,222
429672330,1736926,-11887,0,222
429925177,1989773,-19846,0,222
430102345,2166941,-23192,0,222
430269374,2333970,-23453,0,222
430489729,2554325,-14354,0,222
430667623,0,5621,5621,221
430854178,186555,24762,30383,221
430993141,325518,31279,61662,221
431107279,439656,37183,98845,221
431207024,539401,41835,140680,221
431299297,631674,44103,184783,221
431389635,722012,44375,229158,221
431482216,814593,42220,271378,221
431785209,1117586,-17621,0,221
431969003,1301380,-22039,0,221
432163017,1495394,-18419,0,221
432435081,1767458,-14464,0,221
432640380,1972757,-21707,0,221
432825146,2157523,-20915,0,221
433025045,2357422,-18753,0,221
433259469,2591846,-15074,0,221
433399877,0,26567,26567,220
433591173,191296,24474,51041,220
433730261,330384,31424,82465,220
433845271,445394,36686,119151,220
433947219,547342,40680,159831,220
434042819,642942,42374,202205,220
434136882,737005,42560,244765,220
434234151,834274,39964,284729,220
434546428,1146551,-16227,0,220
434734353,1334476,-22983,0,220
434931396,1531519,-17977,0,220
435206793,1806916,-13072,0,220
435429589,2029712,-18601,0,220
435618383,2218506,-22137,0,220
435785957,2386080,-23990,0,220
435982090,2582213,-16832,0,220
436155694,0,5760,5760,219
436342385,186691,24605,30365,219
436480285,324591,31556,61921,219
436594733,439039,36941,98862,219
436696418,540724,40898,139760,219
436791316,635622,42797,182557,219
436885301,729607,42457,225014,219
436983195,827501,39510,264524,219
437297077,1141383,-15919,0,219
437492320,1336626,-21697,0,219
437693183,1537489,-18402,0,219
437968656,1812962,-11977,0,219
438237877,2082183,-17927,0,219
438431194,2275500,-21780,0,219
438602211,2446517,-23598,0,219
438790151,2634457,-18750,0,219
439001617,0,4728,4728,216
439185804,184187,24831,29559,216
439319782,318165,32908,62467,216
439430365,428748,38257,100724,216
439528406,526789,42247,142971,216
439620568,618951,43842,186813,216
439711949,710332,43654,230467,216
439806831,805214,41007,271474,216
440145991,1144374,-14534,0,216
440351396,1349779,-20405,0,216
440558394,1556777,-18067,0,216
440829968,1828351,-12328,0,216
441094316,2092699,-18453,0,216
441280325,2278708,-22701,0,216
441450840,2449223,-22650,0,216
441670940,2669323,-16080,0,216
441867991,0,5074,5074,214
442051061,183070,25460,30534,214
442183860,315869,32849,63383,214
442294420,426429,38216,101599,214
442393197,525206,41762,143361,214
442486641,618650,43211,186572,214
442579889,711898,42685,229257,214
442677590,809599,39353,268610,214
442968938,1100947,-17283,0,214
443164739,1296748,-21108,0,214
443374733,1506742,-16836,0,214
443646063,1778072,-13282,0,214
443884477,2016486,-19206,0,214
444068279,2200288,-22707,0,214
444236467,2368476,-22968,0,214
444473634,2605643,-12974,0,214
444807136,0,24059,24059,211
444947703,140567,31053,55112,211
445063798,256662,36505,91617,211
445165974,358838,40756,132373,211
445260913,453777,42709,175082,211
445354237,547101,42933,218015,211
445450294,643158,40711,258726,211
445752179,945043,-16961,0,211
445940941,1133805,-21791,0,211
446157267,1350131,-15195,0,211
446502208,1695072,-9801,0,211
446747893,1940757,-18146,0,211
446944331,2137195,-21080,0,211
447123688,2316552,-21687,0,211
447344884,2537748,-14808,0,211
447492793,0,25544,25544,214
447689235,196442,23518,49062,214
447834404,341611,30376,79438,214
447951035,458242,36460,115898,214
448052752,559959,41118,157016,214
448146479,653686,43263,200279,214
448238573,745780,43410,243689,214
448333922,841129,40666,284355,214
448644389,1151596,-14759,0,214
448869781,1376988,-19187,0,214
449117934,1625141,-14029,0,214
449477615,1984822,-9483,0,214
449720926,2228133,-18124,0,214
449918380,2425587,-21181,0,214
450085069,2592276,-24798,0,214
450260243,2767450,-19391,0,214
450484542,0,4458,4458,210
450670846,186304,24688,29146,210
450806528,321986,32157,61303,210
450919187,434645,37715,99018,210
451018854,534312,41600,140618,210
451111510,626968,43792,184410,210
451202966,718424,43763,228173,210
451297123,812581,41431,269604,210
451633702,1149160,-15274,0,210
451828648,1344106,-21197,0,210
452040901,1556359,-16898,0,210
452363877,1879335,-10010,0,210
452600522,2115980,-19241,0,210
452787775,2303233,-22179,0,210
452959989,2475447,-22927,0,210
453166266,2681724,-16057,0,210
453353227,0,5348,5348,209
453549451,196224,22760,28108,209
453699430,346203,29168,57276,209
453821247,468020,35079,92355,209
453926997,573770,39485,131840,209
454024379,671152,41741,173581,209
454120187,766960,41687,215268,209
454219528,866301,39059,254327,209
454531954,1178727,-15886,0,209
454745306,1392079,-18866,0,209
454986980,1633753,-15015,0,209
455316803,1963576,-10010,0,209
455574933,2221706,-17503,0,209
455771892,2418665,-21374,0,209
455954967,2601740,-20927,0,209
456502194,0,22143,22143,204
456645571,143377,31472,53615,204
456759493,257299,37365,90980,204
456858279,356085,42337,133317,204
456949363,447169,44593,177910,204
457039098,536904,44581,222491,204
457132538,630344,41254,263745,204
457459720,957526,-14084,0,204
457711718,1209524,-16711,0,204
457971549,1469355,-13075,0,204
458296050,1793856,-12713,0,204
458506122,2003928,-19799,0,204
458690179,2187985,-22493,0,204
458854350,2352156,-24167,0,204
459045872,2543678,-17649,0,204
459262284,0,4620,4620,207
459439635,177351,26796,31416,207
459566424,304140,34150,65566,207
459672673,410389,39599,105165,207
459767904,505620,43357,148522,207
459858158,595874,44704,193226,207
459949222,686938,43519,236745,207
460045767,783483,39091,275836,207
460400861,1138577,-13664,0,207
460605437,1343153,-20656,0,207
460829912,1567628,-15253,0,207
461204835,1942551,-9214,0,207
461475525,2213241,-16123,0,207
461684944,2422660,-20787,0,207
461859775,2597491,-22886,0,207
462095207,2832923,-11891,0,207
462368669,0,22462,22462,203
462519599,150930,29050,51512,203
462642983,274314,34525,86037,203
462750365,381696,38777,124814,203
462849660,480991,40981,165795,203
462947564,578895,40681,206476,203
463051074,682405,36484,242960,203
463384045,1015376,-12951,0,203
463608235,1239566,-17965,0,203
463875717,1507048,-12707,0,203
464240833,1872164,-13159,0,203
464462673,2094004,-18219,0,203
464674022,2305353,-19679,0,203
464863965,2495296,-20421,0,203
465342227,0,19588,19588,202
465496993,154766,29895,49483,202
465617778,275551,34967,84450,202
465723316,381089,39401,123851,202
465821106,478879,41571,165422,202
465917485,575258,41378,206800,202
466018344,676117,38111,244911,202
466372300,1030073,-13714,0,202
466612652,1270425,-16599,0,202
466835296,1493069,-17957,0,202
467103573,1761346,-12655,0,202
467341565,1999338,-18153,0,202
467551184,2208957,-19048,0,202
467755311,2413084,-19159,0,202
468278635,0,22508,22508,202
468423553,144918,30516,53024,202
468540503,261868,36441,89465,202
468642001,363366,41089,130554,202
468735797,457162,43215,173769,202
468828222,549587,43149,216918,202
468924573,645938,40046,256964,202
469359972,1081337,-11455,0,202
469614324,1335689,-16351,0,202
469878299,1599664,-12742,0,202
470208928,1930293,-10834,0,202
470450015,2171380,-18200,0,202
470653571,2374936,-19886,0,202
470838016,2559381,-21548,0,202
471086886,2808251,-11575,0,202
471341359,0,23253,23253,200
471487169,145810,29671,52924,200
471607918,266559,35555,88479,200
471713298,371939,39497,127976,200
471810273,468914,41978,169954,200
471905563,564204,41828,211782,200
472004477,663118,39298,251080,200
472371772,1030413,-12920,0,200
472617442,1276083,-16407,0,200
472901206,1559847,-11763,0,200
473287680,1946321,-11897,0,200
473520683,2179324,-17335,0,200
473719919,2378560,-22409,0,200
473889738,2548379,-22946,0,200
474117088,2775729,-12681,0,200
474450377,0,23629,23629,198
474590287,139910,31497,55126,198
474704399,254022,37105,92231,198
474804711,354334,41288,133519,198
474898276,447899,43269,176788,198
474990723,540346,43020,219808,198
475088398,638021,38623,258431,198
475420359,969982,-14474,0,198
475629957,1179580,-18999,0,198
475880588,1430211,-13000,0,198
476259084,1808707,-12697,0,198
476480520,2030143,-18023,0,198
476690344,2239967,-20012,0,198
476866947,2416570,-22541,0,198
477357587,0,21178,21178,200
477509580,151993,29736,50914,200
477630673,273086,34912,85826,200
477736992,379405,39188,125014,200
477835500,477913,41301,166315,200
477932402,574815,41123,207438,200
478033381,675794,38356,245794,200
478369662,1012075,-15514,0,200
478591604,1234017,-18569,0,200
478842666,1485079,-14565,0,200
479181093,1823506,-11540,0,200
479431484,2073897,-16049,0,200
479668555,2310968,-18416,0,200
479855201,2497614,-21991,0,200
480086480,2728893,-13364,0,200
480388644,0,22662,22662,199
480533891,145247,30486,53148,199
480652124,263480,35874,89022,199
480756271,367627,39979,129001,199
480852563,463919,42121,171122,199
480947430,558786,42009,213131,199
481048087,659443,36971,250102,199
481379805,991161,-15196,0,199
481659251,1270607,-14753,0,199
481933032,1544388,-14873,0,199
482272311,1883667,-10728,0,199
482500560,2111916,-18925,0,199
482693668,2305024,-21022,0,199
482880706,2492062,-20761,0,199
483416105,0,21813,21813,198
483561512,145407,30639,52452,198
483678969,262864,36116,88568,198
483781748,365643,40541,129109,198
483876984,460879,42520,171629,198
483971042,554937,42432,214061,198
484068920,652815,39669,253730,198
484435903,1019798,-14044,0,198
484667130,1251025,-17301,0,198
484924019,1507914,-14080,0,198
485260466,1844361,-10603,0,198
485497614,2081509,-18306,0,198
485700112,2284007,-20213,0,198
485910393,2494288,-16914,0,198
486522943,0,21996,21996,196
486672894,149951,29324,51320,196
486795154,272211,34820,86140,196
486901490,378547,39132,125272,196
486999661,476718,41452,166724,196
487095922,572979,41561,208285,196
487195622,672679,38962,247247,196
487542667,1019724,-14506,0,196
487781484,1258541,-16818,0,196
488052824,1529881,-13038,0,196
488425415,1902472,-10890,0,196
488681727,2158784,-16488,0,196
488913753,2390810,-18037,0,196
489113762,2590819,-20647,0,196
489624620,0,22083,22083,195
489774285,149665,29468,51551,195
489896005,271385,35022,86573,195
490001964,377344,39455,126028,195
490099233,474613,41874,167902,195
490194738,570118,41858,209760,195
490294676,670056,38186,247946,195
490633820,1009200,-13308,0,195
490869909,1245289,-16789,0,195
491131150,1506530,-13708,0,195
491486474,1861854,-10278,0,195
491751155,2126535,-15503,0,195
491977450,2352830,-19618,0,195
492164014,2539394,-20654,0,195
492375941,2751321,-16141,0,195
492695495,0,22891,22891,195
492843358,147863,29812,52703,195
492962614,267119,35783,88486,195
493066576,371081,40115,128601,195
493161898,466403,42673,171274,195
493254727,559232,43235,214509,195
493349989,654494,41010,255519,195
493683023,987528,-18390,0,195
493868449,1172954,-22062,0,195
494120242,1424747,-12683,0,195
494484381,1788886,-11201,0,195
494727947,2032452,-17888,0,195
494925973,2230478,-20814,0,195
495126564,2431069,-18724,0,195
495428183,2732688,-8967,0,195
495726924,0,21988,21988,195
495875867,148943,29851,51839,195
495995389,268465,35681,87520,195
496099009,372085,40249,127769,195
496193992,467068,42940,170709,195
496286785,559861,43142,213851,195
496382343,655419,40861,254712,195
496736310,1009386,-13705,0,195
497008741,1281817,-14789,0,195
497337761,1610837,-10918,0,195
497732385,2005461,-10860,0,195
497977885,2250961,-17251,0,195
498179755,2452831,-20956,0,195
498366632,2639708,-20617,0,195
498580452,2853528,-16083,0,195
498752179,0,5823,5823,195
498945375,193196,24802,30625,195
499083961,331782,31259,61884,195
499199474,447295,36613,98497,195
499301163,548984,40933,139430,195
499394957,642778,43297,182727,195
499487137,734958,43423,226150,195
499581950,829771,41226,267376,195
499957568,1205389,-14772,0,195
500215371,1463192,-15032,0,195
500513744,1761565,-12851,0,195
500867319,2115140,-11352,0,195
501111137,2358958,-17122,0,195
501319261,2567082,-19808,0,195
501512169,2759990,-20736,0,195
501756386,3004207,-11539,0,195
502032195,0,24280,24280,191
502171250,139055,31360,55640,191
502285254,253059,37285,92925,191
502384881,352686,41918,134843,191
502476574,444379,44232,179075,191
502566216,534021,44650,223725,191
502658547,626352,42186,265911,191
503051643,1019448,-12202,0,191
503291780,1259585,-17681,0,191
503555674,1523479,-13383,0,191
503914454,1882259,-11663,0,191
504151768,2119573,-17339,0,191
504355468,2323273,-21188,0,191
504534454,2502259,-22116,0,191
504742860,2710665,-15846,0,191
504889931,0,23848,23848,195
505083156,193225,25188,49036,195
505215471,325540,33002,82038,195
505325180,435249,38698,120736,195
505421297,531366,43280,164016,195
505509940,620009,45751,209767,195
505596644,706713,46048,255815,195
505686331,796400,43293,299108,195
506073167,1183236,-13411,0,195
506295279,1405348,-19732,0,195
506522735,1632804,-15091,0,195
506835860,1945929,-12213,0,195
507053130,2163199,-19434,0,195
507245139,2355208,-21254,0,195
507426367,2536436,-21635,0,195
507690317,2800386,-11248,0,195
507998775,0,23016,23016,194
508143686,144911,30704,53720,194
508259517,260742,36647,90367,194
508360732,361957,41140,131507,194
508454810,456035,43123,174630,194
508547404,548629,43245,217875,194
508642548,643773,41061,258936,194
509043137,1044362,-13410,0,194
509256336,1257561,-19980,0,194
509495808,1497033,-13337,0,194
509735988,1737213,-18410,0,194
509926586,1927811,-21595,0,194
510122010,2123235,-19493,0,194
510450416,2451641,-9207,0,194
511133355,0,8987,8987,193
511391011,257656,15844,24831,193
511624166,490811,19807,44638,193
511783989,650634,27149,71787,193
511920497,787142,30922,102709,193
512043525,910170,33509,136218,193
512161212,1027857,33927,170145,193
512553306,1419951,-17569,0,193
512745758,1612403,-25289,0,193
512893031,1759676,-26195,0,193
513058058,1924703,-21861,0,193
513251640,2118285,-19836,0,193
513424664,2291309,-26888,0,193
513558677,2425322,-28534,0,193
513722264,2588909,-20994,0,193
513962127,0,14651,14651,197
514156858,194731,22540,37191,197
514309759,347632,28400,65591,197
514437670,475543,33125,98716,197
514550929,588802,36716,135432,197
514655887,693760,38794,174226,197
514758693,796566,38844,213070,197
514866455,904328,35208,248278,197
515195295,1233168,-14918,0,197
515408684,1446557,-19825,0,197
515614559,1652432,-17921,0,197
515874806,1912679,-13725,0,197
516124127,2162000,-16427,0,197
516360179,2398052,-17749,0,197
516542922,2580795,-23742,0,197
516749732,2787605,-14171,0,197
517052153,0,22035,22035,196
517211906,159753,26793,48828,196
517345237,293084,32152,80980,196
517459436,407283,36824,117804,196
517562415,510262,39891,157695,196
517661065,608912,40776,198471,196
517761255,709102,39003,237474,196
518101570,1049417,-16836,0,196
518304156,1252003,-20440,0,196
518549106,1496953,-12819,0,196
518916601,1864448,-11876,0,196
519166339,2114186,-17124,0,196
519377522,2325369,-20906,0,196
519561472,2509319,-21081,0,196
519823792,2771639,-12485,0,196
519980255,0,29125,29125,198
520183007,202752,23763,52888,198
520326435,346180,30278,83166,198
520445359,465104,35732,118898,198
520549693,569438,39840,158738,198
520645608,665353,42573,201311,198
520738837,758582,43084,244395,198
520834462,854207,40645,285040,198
521187760,1207505,-13837,0,198
521453465,1473210,-15214,0,198
521763353,1783098,-11590,0,198
522139541,2159286,-10808,0,198
522394445,2414190,-16747,0,198
522606476,2626221,-20087,0,198
522800981,2820726,-19634,0,198
523059296,3079041,-12375,0,198
523436405,0,22455,22455,191
523583276,146871,30213,52668,191
523704148,267743,34967,87635,191
523811401,374996,38762,126397,191
523910241,473836,41106,167503,191
524007307,570902,41189,208692,191
524107117,670712,39174,247866,191
524468474,1032069,-14510,0,191
524700689,1264284,-17153,0,191
524985492,1549087,-12476,0,191
525330746,1894341,-11974,0,191
525585285,2148880,-16033,0,191
525797307,2360902,-20280,0,191
525989125,2552720,-19904,0,191
526268742,2832337,-10518,0,191
526551154,0,21414,21414,191
526710828,159674,27239,48653,191
526842719,291565,32277,80930,191
526956704,405550,36946,117876,191
527058912,507758,40325,158201,191
527156266,605112,41457,199658,191
527256028,704874,38830,238488,191
527576916,1025762,-14254,0,191
527779304,1228150,-21258,0,191
527979108,1427954,-17965,0,191
528229957,1678803,-16069,0,191
528397398,1846244,-25568,0,191
528540553,1989399,-28634,0,191
528677589,2126435,-28064,0,191
528850203,2299049,-20358,0,191
529150378,0,20322,20322,200
529295439,145061,31654,51976,200
529409874,259496,37012,88988,200
529508947,358569,42263,131251,200
529598066,447688,46386,177637,200
529681722,531344,48372,226009,200
529764037,613659,48709,274718,200
529848084,697706,46713,321431,200
530164696,1014318,-18749,0,200
530338826,1188448,-24393,0,200
530534996,1384618,-17326,0,200
530762360,1611982,-17767,0,200
530942921,1792543,-23680,0,200
531086082,1935704,-29814,0,200
531216167,2065789,-29582,0,200
531366358,2215980,-24054,0,200
531716236,0,23620,23620,208
531848792,132556,33549,57169,208
531958304,242068,38919,96088,208
532052726,336490,44167,140255,208
532138185,421949,48281,188536,208
532218506,502270,50231,238767,208
532298240,582004,50145,288912,208
532380197,663961,47846,336758,208
532771139,1054903,-15230,0,208
532968111,1251875,-21265,0,208
533193382,1477146,-15311,0,208
533435261,1719025,-19960,0,208
533596042,1879806,-25512,0,208
533730315,2014079,-31972,0,208
533851476,2135240,-32110,0,208
533995212,2278976,-24405,0,208
534340563,0,23999,23999,213
534472780,132217,33605,57604,213
534581857,241294,38871,96475,213
534676759,336196,43882,140357,213
534763457,422894,47335,187692,213
534845939,505376,48866,236558,213
534928309,587746,48376,284934,213
535013020,672457,46274,331208,213
535403791,1063228,-13716,0,213
535598652,1258089,-22304,0,213
535813178,1472615,-15367,0,213
536072821,1732258,-18879,0,213
536228845,1888282,-26210,0,213
536364348,2023785,-31810,0,213
536484934,2144371,-32332,0,213
536636616,2296053,-21331,0,213
536884705,0,21246,21246,218
537027617,142912,32294,53540,218
537137477,252772,38977,92517,218
537231708,347003,44338,136855,218
537316620,431915,48576,185431,218
537396854,512149,50160,235591,218
537476498,591793,50160,285751,218
537558236,673531,48079,333830,218
537960997,1076292,-15693,0,218
538166862,1282157,-22532,0,218
538365543,1480838,-18247,0,218
538589869,1705164,-18355,0,218
538739698,1854993,-27799,0,218
538868905,1984200,-32229,0,218
538989543,2104838,-32206,0,218
539132007,2247302,-25966,0,218
539443492,0,23468,23468,222
539578648,135156,33315,56783,222
539686107,242615,39608,96391,222
539778914,335422,44917,141308,222
539863236,419744,48704,190012,222
