workout_time_usec,stroke_time_usec,tick_duration_usec,inst_drag,stroke_power,inst_spm
1050122003,1818336,-45717,9.565938,222.453126,22.6
1050277929,1974262,-36832,14.74245,222.453126,22.6
1050422407,2118740,-38114,13.760258,222.453126,22.6
1050598017,2294350,-49395,8.193152,222.453126,22.6
1050949977,0,50341,7.888392,222,22.6
1051114172,164195,36251,15.213128,23.10152,22.6
1051242848,292871,29867,22.418208,45.519728,22.6
1051350816,400839,25644,30.404402,75.92413,22.6
1051447856,497879,23520,36.142002,112.066132,22.6
1051539099,589122,22601,39.143552,151.209684,22.6
1051630265,680288,22813,38.421378,189.631062,22.6
1051725093,775116,24255,33.981768,223.61283,22.6
1052088099,1138122,-51853,7.434368,223.61283,22.6
1052257892,1307915,-40693,12.073698,223.61283,22.6
1052425266,1475289,-45412,9.697608,223.61283,22.6
1052623936,1673959,-51295,7.597202,223.61283,22.6
1052826170,1876193,-50726,7.769682,223.61283,22.6
1052998574,2048597,-39776,12.640392,223.61283,22.6
1053149921,2199944,-40647,12.1032,223.61283,22.6
1053341561,2391584,-54464,6.741792,223.61283,22.6
1053582955,0,241394,0.342792,223,22.7
1053758547,175592,38440,13.530402,13.873194,22.7
1053895384,312429,31883,19.668992,33.542186,22.7
1054010512,427557,27115,27.187938,60.730124,22.7
1054112645,529690,24580,33.097248,93.827372,22.7
1054208114,625159,23541,36.074018,129.90139,22.7
1054302969,720014,23792,35.330418,165.231808,22.7
1054401138,818183,25123,31.6808,196.912608,22.7
1054771029,1188074,-54995,6.610248,196.912608,22.7
1054947985,1365030,-41648,11.529602,196.912608,22.7
1055119267,1536312,-44825,9.9458,196.912608,22.7
1055300250,1717295,-48285,8.578082,196.912608,22.7
1055499606,1916651,-49826,8.048072,196.912608,22.7
1055667625,2084670,-38084,13.78125,196.912608,22.7
1055812759,2229804,-37162,14.4722,196.912608,22.7
1055987402,2404447,-50915,7.714592,196.912608,22.7
1056274802,0,64654,4.780232,196,22.2
1056453627,178825,39831,12.6002,17.380432,22.2
1056594029,319227,32610,18.800712,36.181144,22.2
1056710255,435453,27252,26.923122,63.104266,22.2
1056812026,537224,24413,33.554432,96.658698,22.2
1056906750,631948,23351,36.671048,133.329746,22.2
1057000550,725748,23495,36.227072,169.556818,22.2
1057097347,822545,24671,32.853618,202.410436,22.2
1057491105,1216303,-57965,5.95125,202.410436,22.2
1057676422,1401620,-45808,9.530978,202.410436,22.2
1057879917,1605115,-56793,6.1952,202.410436,22.2
1058093447,1818645,-51999,7.395858,202.410436,22.2
1058283082,2008280,-46359,9.305298,202.410436,22.2
1058443434,2168632,-37032,14.58,202.410436,22.2
1058581892,2307090,-35719,15.668802,202.410436,22.2
1058746944,2472142,-46659,9.184898,202.410436,22.2
1059060935,0,52169,7.342112,202,21.5
1059228729,167794,37313,14.3648,21.706912,21.5
1059360207,299272,30392,21.6482,43.355112,21.5
1059471043,410108,26331,28.834418,72.18953,21.5
1059570070,509135,24004,34.69445,106.88398,21.5
1059755778,694843,23256,36.962802,181.517982,21.5
1059851729,790794,24480,33.358112,214.876094,21.5
1060235208,1174273,-55918,6.393888,214.876094,21.5
1060416119,1355184,-44914,9.910152,214.876094,21.5
1060600688,1539753,-48191,8.61125,214.876094,21.5
1060803953,1743018,-52453,7.265672,214.876094,21.5
1061010425,1949490,-50470,7.848722,214.876094,21.5
1061178545,2117610,-38784,13.292168,214.876094,21.5
1061326973,2266038,-38004,13.844322,214.876094,21.5
1061508946,2448011,-55161,6.566688,214.876094,21.5
1061794018,0,55651,6.451232,214,21.9
1061965650,171632,37738,14.034402,20.485634,21.9
1062098513,304495,30763,21.125,41.610634,21.9
1062308679,514661,23916,34.961522,105.528206,21.9
1062401738,607720,23080,37.532448,143.060654,21.9
1062495216,701198,23478,36.278162,179.338816,21.9
1062593535,799517,25622,30.451208,209.790024,21.9
1062961629,1167611,-58718,5.800418,209.790024,21.9
1063127855,1333837,-39350,12.913362,209.790024,21.9
1063303178,1509160,-47894,8.711138,209.790024,21.9
1063506793,1712775,-53734,6.926642,209.790024,21.9
1063707411,1913393,-47127,8.997282,209.790024,21.9
1063865479,2071461,-37550,14.183138,209.790024,21.9
1064016209,2222191,-40017,12.480008,209.790024,21.9
1064192077,2398059,-48785,8.396802,209.790024,21.9
1064503268,0,51414,7.558272,209,22.1
1064666199,162931,35886,15.523592,23.081864,22.1
1064793888,290620,29690,22.686848,45.768712,22.1
1064902557,399289,25773,30.1088,75.877512,22.1
1064999975,496707,23608,35.87045,111.747962,22.1
1065091919,588651,22753,38.63205,150.380012,22.1
1065279142,775874,24462,33.407138,221.597358,22.1
1065677926,1174658,-61750,5.242322,221.597358,22.1
1065871108,1367840,-46461,9.262208,221.597358,22.1
1066057106,1553838,-48954,8.339528,221.597358,22.1
1066268192,1764924,-55948,6.386738,221.597358,22.1
1066462861,1959593,-45966,9.46125,221.597358,22.1
1066625981,2122713,-38401,13.561632,221.597358,22.1
1066774607,2271339,-38471,13.509602,221.597358,22.1
1066957676,2454408,-52410,7.280928,221.597358,22.1
1067240668,0,55343,6.523272,221,21.9
1067412307,171639,37634,14.119298,20.64257,21.9
1067547102,306434,31518,20.123168,40.765738,21.9
1067660482,419814,26743,27.960242,68.72598,21.9
1067760602,519934,24134,34.328898,103.054878,21.9
1067947378,706710,23460,36.329288,176.830024,21.9
1068044301,803633,24744,32.659362,209.489386,21.9
1068406551,1165883,-62149,5.177762,209.489386,21.9
1068602076,1361408,-47801,8.752928,209.489386,21.9
1068805863,1565195,-53024,7.10645,209.489386,21.9
1069039535,1798867,-60037,5.54445,209.489386,21.9
1069223816,1983148,-44066,10.296722,209.489386,21.9
1069382894,2142226,-37762,14.023808,209.489386,21.9
1069532980,2292312,-39077,13.096962,209.489386,21.9
1069707565,2466897,-50133,7.952072,209.489386,21.9
1070013102,0,54121,6.822818,209,21.6
1070182218,169116,36829,14.74245,21.565268,21.6
1070310755,297653,29746,22.592642,44.15791,21.6
1070419142,406040,25694,30.279762,74.437672,21.6
1070516061,502959,23523,36.142002,110.579674,21.6
1070607600,594498,22660,38.949138,149.528812,21.6
1070699560,686458,23104,37.463168,186.99198,21.6
1070795328,782226,24478,33.37445,220.36643,21.6
1071223884,1210782,-63678,4.9298,220.36643,21.6
1071414603,1401501,-46259,9.339842,220.36643,21.6
1071618350,1605248,-58686,5.800418,220.36643,21.6
1071850660,1837558,-59915,5.571122,220.36643,21.6
1072046417,2033315,-47220,8.963378,220.36643,21.6
1072217505,2204403,-40092,12.440072,220.36643,21.6
1072370831,2357729,-39562,12.771458,220.36643,21.6
1072547269,2534167,-51018,7.6832,220.36643,21.6
1072795290,0,248021,0.324818,220,21.5
1072976058,180768,39414,12.872738,13.197556,21.5
1073230151,434861,27190,27.040658,59.731982,21.5
1073331530,536240,24271,33.9488,93.680782,21.5
1073425301,630011,23075,37.549778,131.23056,21.5
1073517790,722500,23089,37.515122,168.745682,21.5
1073612694,817404,24213,34.1138,202.859482,21.5
1074023988,1228698,-68795,4.222418,202.859482,21.5
1074222705,1427415,-46999,9.048258,202.859482,21.5
1074440259,1644969,-62391,5.132808,202.859482,21.5
1074685347,1890057,-63943,4.885938,202.859482,21.5
1074881470,2086180,-46739,9.150642,202.859482,21.5
1075044881,2249591,-38177,13.718322,202.859482,21.5
1075194166,2398876,-38985,13.15845,202.859482,21.5
1075385868,2590578,-57022,6.146018,202.859482,21.5
1075699515,0,57922,5.958152,202,20.6
1075882189,182674,39744,12.660512,18.618664,20.6
1076017805,318290,31296,20.41605,39.034714,20.6
1076130967,431452,26668,28.110002,67.144716,20.6
1076231207,531692,24191,34.163378,101.308094,20.6
1076324519,625004,22936,38.001762,139.309856,20.6
1076416968,717453,23077,37.549778,176.859634,20.6
1076512998,813483,24656,32.88605,209.745684,20.6
1076902814,1203299,-67401,4.398578,209.745684,20.6
1077100725,1401210,-48984,8.331362,209.745684,20.6
1077334684,1635169,-67944,4.327682,209.745684,20.6
1077604541,1905026,-64159,4.854728,209.745684,20.6
1077791385,2091870,-45063,9.847922,209.745684,20.6
1077954324,2254809,-39540,12.791682,209.745684,20.6
1078113932,2414417,-41360,11.683778,209.745684,20.6
1078302017,2602502,-54755,6.668552,209.745684,20.6
1078628423,0,54909,6.632082,209,20.4
1078803749,175326,38713,13.343778,19.97586,20.4
1078938322,309899,30926,20.904578,40.880438,20.4
1079050347,421924,26389,28.713042,69.59348,20.4
1079149124,520701,23781,35.36405,104.95753,20.4
1079241115,612692,22745,38.649632,143.607162,20.4
1079331987,703564,22782,38.526642,182.133804,20.4
1079426314,797891,24168,34.229538,216.363342,20.4
1079785483,1157060,-56112,6.351048,216.363342,20.4
1079978893,1350470,-48316,8.561522,216.363342,20.4
1080188906,1560483,-57353,6.076098,216.363342,20.4
1080413715,1785292,-58486,5.841362,216.363342,20.4
1080638406,2009983,-54762,6.668552,216.363342,20.4
1080818488,2190065,-40680,12.083528,216.363342,20.4
1080965467,2337044,-36849,14.720738,216.363342,20.4
1081131627,2503204,-47219,8.963378,216.363342,20.4
1081473376,0,51257,7.605,216,21
1081636085,162709,36410,15.081032,22.686032,21
1081766152,292776,30122,22.031522,44.717554,21
1081874565,401189,25729,30.201992,74.919546,21
1081970907,497531,23245,37.014408,111.933954,21
1082061240,587864,22356,40.015458,151.949412,21
1082151623,678247,22668,38.913842,190.863254,21
1082246557,773181,24736,32.675528,223.538782,21
1082631594,1158218,-64593,4.792608,223.538782,21
1082832865,1359489,-50172,7.944098,223.538782,21
1083065341,1591965,-65305,4.687922,223.538782,21
1083326239,1852863,-63465,4.96125,223.538782,21
1083521173,2047797,-46328,9.313928,223.538782,21
1083687447,2214071,-39327,12.923528,223.538782,21
1083843297,2369921,-41169,11.800082,223.538782,21
1084040290,2566914,-59501,5.6448,223.538782,21
1084380613,0,54464,6.741792,223,20.6
1084555421,174808,38221,13.686912,20.428704,20.6
1084688305,307692,30749,21.151008,41.579712,20.6
1084800093,419480,26470,28.531458,70.11117,20.6
1084900229,519616,24109,34.395218,104.506388,20.6
1084993750,613137,23135,37.359368,141.865756,20.6
1085087317,706704,23432,36.414578,178.280334,20.6
1085185004,804391,25156,31.60125,209.881584,20.6
1085542079,1161466,-61384,5.307282,209.881584,20.6
1085731853,1351240,-44633,10.0352,209.881584,20.6
1085922989,1542376,-53071,7.098912,209.881584,20.6
1086149002,1768389,-58419,5.855042,209.881584,20.6
1086356586,1975973,-49509,8.152722,209.881584,20.6
1086530948,2150335,-40061,12.460032,209.881584,20.6
1086689610,2308997,-41384,11.674112,209.881584,20.6
1086871128,2490515,-52631,7.22,209.881584,20.6
1087120466,0,73597,3.688328,209,21.8
1087298193,177727,39000,13.148192,16.83652,21.8
1087437300,316834,32347,19.108562,35.945082,21.8
1087552396,431930,26944,27.543042,63.488124,21.8
1087653321,532855,24255,33.981768,97.469892,21.8
1087746771,626305,23094,37.4978,134.967692,21.8
1087839569,719103,23294,36.842528,171.81022,21.8
1087935608,815142,24506,33.2928,205.10302,21.8
1088355766,1235300,-61453,5.294258,205.10302,21.8
1088536727,1416261,-42672,10.979298,205.10302,21.8
1088721781,1601315,-50687,7.777568,205.10302,21.8
1088949533,1829067,-61296,5.320322,205.10302,21.8
1089155596,2035130,-48010,8.669448,205.10302,21.8
1089326374,2205908,-40477,12.2018,205.10302,21.8
1089488283,2367817,-42223,11.214848,205.10302,21.8
1089684259,2563793,-55282,6.537728,205.10302,21.8
1089943518,0,57249,6.097032,205,21.2
1090115881,172363,38421,13.540808,19.63784,21.2
1090252097,308579,31329,20.364962,40.002802,21.2
1090365178,421660,26858,27.721458,67.72426,21.2
1090465627,522109,24186,34.179912,101.904172,21.2
1090559328,615810,23226,37.06605,138.970222,21.2
1090652298,708780,23226,37.06605,176.036272,21.2
1090748204,804686,24463,33.407138,209.44341,21.2
1091201172,1257654,-59070,5.725728,209.44341,21.2
1091397921,1454403,-47072,9.022752,209.44341,21.2
1091595255,1651737,-53222,7.053768,209.44341,21.2
1091804498,1860980,-52028,7.388168,209.44341,21.2
1091975812,2032294,-40243,12.340512,209.44341,21.2
1092118037,2174519,-33941,17.357832,209.44341,21.2
1092253711,2310193,-36033,15.40125,209.44341,21.2
1092434137,2490619,-53833,6.896898,209.44341,21.2
1092866364,0,43747,10.44245,209,20.5
1093009314,142950,32698,18.702728,29.145178,20.5
1093127758,261394,27644,26.165378,55.310556,20.5
1093228786,362422,24188,34.179912,89.490468,20.5
1093320185,453821,22128,40.842722,130.33319,20.5
1093406506,540142,21355,43.842248,174.175438,20.5
1093491937,625573,21289,44.123618,218.299056,20.5
1093579651,713287,22360,39.997568,258.296624,20.5
1093709704,843340,48307,8.5698,266.866424,20.5
1094094430,1228066,-57694,6.006578,266.866424,20.5
1094294063,1427699,-49569,8.136578,266.866424,20.5
1094504888,1638524,-58512,5.841362,266.866424,20.5
1094735351,1868987,-57080,6.132002,266.866424,20.5
1094924455,2058091,-44924,9.90125,266.866424,20.5
1095088961,2222597,-40450,12.221568,266.866424,20.5
1095249231,2382867,-40747,12.044232,266.866424,20.5
1095435132,2568768,-52500,7.250432,266.866424,20.5
1095758732,0,50854,7.730312,266,20.7
1095914610,155878,34446,16.854818,24.58513,20.7
1096037183,278451,28385,24.808968,49.394098,20.7
1096141612,382880,25061,31.8402,81.234298,20.7
1096235857,477125,22755,38.614472,119.84877,20.7
1096324720,565988,22046,41.13245,160.98122,20.7
1096413867,655135,22744,38.649632,199.630852,20.7
1096504771,746039,23280,36.89405,236.524902,20.7
1096649419,890687,56530,6.251648,242.77655,20.7
1097035173,1276441,-61307,5.320322,242.77655,20.7
1097235075,1476343,-49001,8.3232,242.77655,20.7
1097437910,1679178,-58019,5.937458,242.77655,20.7
1097694527,1935795,-66845,4.47005,242.77655,20.7
1097906528,2147796,-46415,9.279432,242.77655,20.7
1098072647,2313915,-39305,12.943872,242.77655,20.7
1098218887,2460155,-37012,14.590802,242.77655,20.7
1098389998,2631266,-49940,8.016008,242.77655,20.7
1098795929,0,48789,8.396802,242,19.7
1098953768,157839,35311,16.029122,24.425924,19.7
1099183502,387573,24990,32.016002,80.565384,19.7
1099277251,481322,22586,39.196658,119.762042,19.7
1099365096,569167,21678,42.541088,162.30313,19.7
1099452156,656227,21784,42.1362,204.43933,19.7
1099541743,745814,22815,38.421378,242.860708,19.7
1100037813,1241884,-66966,4.458098,242.860708,19.7
1100236767,1440838,-50198,7.936128,242.860708,19.7
1100494784,1698855,-72902,3.759282,242.860708,19.7
1100751010,1955081,-58710,5.800418,242.860708,19.7
1100946213,2150284,-50000,8,242.860708,19.7
1101113147,2317218,-37340,14.343368,242.860708,19.7
1101256789,2460860,-37066,14.547618,242.860708,19.7
1101434983,2639054,-54942,6.6248,242.860708,19.7
1101761308,0,54853,6.646658,242,20.2
1101936963,175655,38975,13.15845,19.805108,20.2
1102071266,309958,30565,21.398882,41.20399,20.2
1102181019,419711,25866,29.891912,71.095902,20.2
1102278081,516773,23397,36.534152,107.630054,20.2
1102368584,607276,22385,39.908178,147.538232,20.2
1102458284,696976,22459,39.640608,187.17884,20.2
1102550823,789515,23569,35.989128,223.167968,20.2
1103029763,1268455,-66030,4.584392,223.167968,20.2
1103248098,1486790,-55461,6.501618,223.167968,20.2
1103518351,1757043,-80119,3.115008,223.167968,20.2
1103803102,2041794,-62919,5.049842,223.167968,20.2
1104004781,2243473,-48974,8.331362,223.167968,20.2
1104182281,2420973,-40838,11.985408,223.167968,20.2
1104336840,2575532,-39045,13.117442,223.167968,20.2
1104506782,2745474,-47188,8.980322,223.167968,20.2
1104855571,0,51654,7.48845,223,19.3
1105014342,158771,34592,16.7042,24.19265,19.3
1105137877,282306,28950,23.860232,48.052882,19.3
1105242946,387375,24924,32.192288,80.24517,19.3
1105336982,481411,22739,38.667218,118.912388,19.3
1105425300,569729,21857,41.86125,160.773638,19.3
1105512770,657199,21905,41.67845,202.452088,19.3
1105603295,747724,23071,37.567112,240.0192,19.3
1105773292,917721,79620,3.15005,243.16925,19.3
1106095701,1240130,-62316,5.145632,243.16925,19.3
1106312603,1457032,-53783,6.911762,243.16925,19.3
1106566707,1711136,-70266,4.049858,243.16925,19.3
1106852004,1996433,-65793,4.614722,243.16925,19.3
1107074904,2219333,-53798,6.904328,243.16925,19.3
1107251489,2395918,-40876,11.965832,243.16925,19.3
1107408622,2553051,-40242,12.340512,243.16925,19.3
1107599943,2744372,-56174,6.3368,243.16925,19.3
1107955096,0,52609,7.22,243,19.3
1108112809,157713,34192,17.099552,24.319552,19.3
1108233693,278597,28258,25.034888,49.35444,19.3
1108337453,382357,24838,32.417352,81.771792,19.3
1108431470,476374,22747,38.649632,120.421424,19.3
1108519895,564799,21793,42.099488,162.520912,19.3
1108607332,652236,21830,41.9528,204.473712,19.3
1108697243,742147,22901,38.123912,242.597624,19.3
1109140910,1185814,-60748,5.418632,242.597624,19.3
1109338877,1383781,-50276,7.912242,242.597624,19.3
1109583190,1628094,-71196,3.942432,242.597624,19.3
1109860996,1905900,-68245,4.29245,242.597624,19.3
1110061804,2106708,-48172,8.61125,242.597624,19.3
1110233477,2278381,-40451,12.221568,242.597624,19.3
1110393470,2438374,-42085,11.290752,242.597624,19.3
1110592257,2637161,-57758,5.992722,242.597624,19.3
1110898854,0,53195,7.061282,242,20.3
1111067748,168894,37065,14.547618,21.6089,20.3
1111199759,300905,30736,21.164018,42.772918,20.3
1111310920,412066,26250,29.016962,71.78988,20.3
1111409535,510681,23776,35.36405,107.15393,20.3
1111500688,601834,22422,39.765362,146.919292,20.3
1111590157,691303,22310,40.176648,187.09594,20.3
1111681028,782174,23017,37.740672,224.836612,20.3
1111819860,921006,56759,6.202242,231.038854,20.3
1112190114,1291260,-71872,3.869762,231.038854,20.3
1112396145,1497291,-50321,7.896338,231.038854,20.3
1112642579,1743725,-74419,3.607298,231.038854,20.3
1112920547,2021693,-68479,4.2632,231.038854,20.3
1113128200,2229346,-50751,7.7618,231.038854,20.3
1113303450,2404596,-41880,11.395538,231.038854,20.3
1113467908,2569054,-43225,10.699938,231.038854,20.3
1113675015,2776161,-56126,6.343922,231.038854,20.3
1114023876,0,51567,7.519442,231,19.1
1114184648,160772,35430,15.927368,23.44681,19.1
1114310385,286509,29090,23.625938,47.072748,19.1
1114415991,392115,25066,31.824242,78.89699,19.1
1114510159,486283,22729,38.702402,117.599392,19.1
1114598136,574260,21648,42.670322,160.269714,19.1
1114684748,660872,21660,42.614912,202.884626,19.1
1114774109,750233,22687,38.843298,241.727924,19.1
1115202070,1178194,-52925,7.136642,241.727924,19.1
1115392585,1368709,-49482,8.1608,241.727924,19.1
1115663592,1639716,-75163,3.5378,241.727924,19.1
1115937855,1913979,-65250,4.694048,241.727924,19.1
1116146698,2122822,-49065,8.306888,241.727924,19.1
1116320279,2296403,-40800,12.005,241.727924,19.1
1116481124,2457248,-42233,11.205378,241.727924,19.1
1116669712,2645836,-51086,7.659698,241.727924,19.1
1116992671,0,51568,7.519442,241,20.2
1117153919,161248,35589,15.780962,23.300404,20.2
1117279189,286518,29199,23.447552,46.747956,20.2
1117385283,392612,25217,31.44245,78.190406,20.2
1117480351,487680,22960,37.93205,116.122456,20.2
1117569003,576332,21852,41.879552,158.002008,20.2
1117656581,663910,21855,41.86125,199.863258,20.2
1117746291,753620,22826,38.3688,238.232058,20.2
1117889413,896742,58573,5.827698,244.059756,20.2
1118270566,1277895,-72290,3.825378,244.059756,20.2
1118514784,1522113,-60778,5.41205,244.059756,20.2
1118789037,1796366,-71786,3.880898,244.059756,20.2
1119060230,2067559,-62332,5.145632,244.059756,20.2
1119257804,2265133,-46606,9.20205,244.059756,20.2
1119429661,2436990,-42160,11.243282,244.059756,20.2
1119597491,2604820,-42383,11.129762,244.059756,20.2
1119790589,2797918,-56605,6.237512,244.059756,20.2
1120091415,0,54182,6.80805,244,19.3
1120254500,163085,35655,15.724832,22.532882,19.3
1120487221,395806,25241,31.379042,77.304724,19.3
1120582138,490723,22849,38.298752,115.603476,19.3
1120670803,579388,21783,42.1362,157.739676,19.3
1120757911,666496,21716,42.393632,200.133308,19.3
1120846786,755371,22539,39.356192,239.4895,19.3
1120977840,886425,52012,7.388168,246.877668,19.3
1121350461,1259046,-80718,3.065288,246.877668,19.3
1121598795,1507380,-51938,7.41125,246.877668,19.3
1121884780,1793365,-81412,3.015968,246.877668,19.3
1122185481,2094066,-71172,3.94805,246.877668,19.3
1122399952,2308537,-50268,7.912242,246.877668,19.3
1122586327,2494912,-44778,9.972578,246.877668,19.3
1122751557,2660142,-41522,11.596928,246.877668,19.3
1122946067,2854652,-56929,6.167072,246.877668,19.3
1123204530,0,65836,4.608648,246,19.2
1123386874,182344,39858,12.580128,17.188776,19.2
1123524740,320210,31641,19.9712,37.159976,19.2
1123638451,433921,26883,27.661922,64.821898,19.2
1123739034,534504,24122,34.36205,99.183948,19.2
1123831734,627204,22814,38.421378,137.605326,19.2
1123922650,718120,22589,39.178952,176.784278,19.2
1124015362,810832,23570,35.989128,212.773406,19.2
1124494709,1290179,-70145,4.06125,212.773406,19.2
1124725065,1520535,-58337,5.875592,212.773406,19.2
1125013634,1809104,-82889,2.908872,212.773406,19.2
1125342745,2138215,-80204,3.105032,212.773406,19.2
1125570139,2365609,-53201,7.061282,212.773406,19.2
1125768384,2563854,-47510,8.853632,212.773406,19.2
1125946353,2741823,-44037,10.3058,212.773406,19.2
1126144518,2939988,-58487,5.841362,212.773406,19.2
1126549304,187794,39645,12.720968,13.144168,19
1126682854,321344,30445,21.569312,34.71348,19
1126791563,430053,25472,30.81125,65.52473,19
1126887019,525509,22934,38.0192,103.54393,19
1126975329,613819,21715,42.41205,145.95598,19
1127062404,700894,21715,42.41205,188.36803,19
1127151522,790012,22636,39.019778,227.387808,19
1127278296,916786,47766,8.761298,236.149106,19
1127662914,1301404,-68448,4.2632,236.149106,19
1127905886,1544376,-61730,5.242322,236.149106,19
1128190449,1828939,-78051,3.281922,236.149106,19
1128487839,2126329,-67933,4.333568,236.149106,19
1128703459,2341949,-51745,7.465248,236.149106,19
1128887269,2525759,-43225,10.699938,236.149106,19
1129057508,2695998,-44240,10.2152,236.149106,19
1129262789,2901279,-60664,5.431808,236.149106,19
1129514668,0,67044,4.446162,236,19
1129697099,182431,39426,12.862592,17.308754,19
1129833540,318872,31371,20.313938,37.622692,19
1129946476,431808,26626,28.20005,65.822742,19
1130045479,530811,23799,35.296802,101.119544,19
1130136759,622091,22539,39.356192,140.475736,19
1130226449,711781,22397,39.854592,180.330328,19
1130318599,803931,23465,36.312242,216.64257,19
1130783115,1268447,-72918,3.759282,216.64257,19
1130997792,1483124,-49347,8.209352,216.64257,19
1131243344,1728676,-71793,3.875328,216.64257,19
1131537969,2023301,-68324,4.280738,216.64257,19
1131757698,2243030,-52629,7.22,216.64257,19
1131942013,2427345,-43024,10.801952,216.64257,19
1132109843,2595175,-43951,10.35125,216.64257,19
1132333700,2819032,-67297,4.41045,216.64257,19
1132605835,0,64153,4.854728,216,19.4
1132788234,182399,39228,12.994802,17.84953,19.4
1132921375,315540,30595,21.359648,39.209178,19.4
1133032345,426510,26319,28.864802,68.07398,19.4
1133130952,525117,23776,35.36405,103.43803,19.4
1133222902,617067,22608,39.125858,142.563888,19.4
1133313737,707902,22679,38.878562,181.44245,19.4
1133407050,801215,23391,36.55125,217.9937,19.4
1133860553,1254718,-64681,4.780232,217.9937,19.4
1134077007,1471172,-53092,7.091378,217.9937,19.4
1134327118,1721283,-69792,4.101248,217.9937,19.4
1134615163,2009328,-64176,4.854728,217.9937,19.4
1134825738,2219903,-51280,7.605,217.9937,19.4
1135012133,2406298,-44293,10.188098,217.9937,19.4
1135186436,2580601,-46334,9.313928,217.9937,19.4
1135403227,2797392,-65967,4.59045,217.9937,19.4
1135623290,0,220063,0.412232,217,19.8
1135812507,189217,40871,11.965832,12.378064,19.8
1135953747,330457,32715,18.678272,31.056336,19.8
1136071008,447718,27476,26.484642,57.540978,19.8
1136267750,644460,23055,37.619138,128.111078,19.8
1136359816,736526,23021,37.723298,165.834376,19.8
1136454652,831362,24184,34.179912,200.014288,19.8
1136971042,1347752,-74071,3.645,200.014288,19.8
1137202437,1579147,-55667,6.451232,200.014288,19.8
1137469323,1846033,-76208,3.442688,200.014288,19.8
1137778910,2155620,-70157,4.06125,200.014288,19.8
1138001627,2378337,-55386,6.51605,200.014288,19.8
1138206435,2583145,-46641,9.193472,200.014288,19.8
1138379540,2756250,-43669,10.479042,200.014288,19.8
1138569797,2946507,-55544,6.48,200.014288,19.8
1138778378,0,208581,0.458882,200,19
1138968571,190193,40711,12.063872,12.522754,19
1139108206,329828,31968,19.568768,32.091522,19
1139323511,545133,24420,33.53805,93.306372,19
1139417330,638952,23110,37.445858,130.75223,19
1139509777,731399,23100,37.480482,168.232712,19
1139604656,826278,24098,34.428402,202.661114,19
1140082717,1304339,-75220,3.532482,202.661114,19
1140315536,1537158,-58872,5.766408,202.661114,19
1140581615,1803237,-71051,3.959298,202.661114,19
1140871766,2093388,-73831,3.666632,202.661114,19
1141085063,2306685,-50100,7.968032,202.661114,19
1141263269,2484891,-42934,10.848482,202.661114,19
1141436852,2658474,-46043,9.426482,202.661114,19
1141654719,2876341,-66945,4.458098,202.661114,19
1141830032,0,33659,17.6418,202,19.6
1142029712,199680,40975,11.9072,29.549,19.6
1142166693,336661,31346,20.3522,49.9012,19.6
1142382014,551982,24462,33.407138,110.866226,19.6
1142476206,646174,23198,37.1522,148.018426,19.6
1142568019,737987,22919,38.071538,186.089964,19.6
1142662024,831992,23913,34.961522,221.051486,19.6
1142812058,982026,65201,4.700178,225.751664,19.6
1143197576,1367544,-65880,4.602578,225.751664,19.6
1143406615,1576583,-51227,7.620608,225.751664,19.6
1143660888,1830856,-73736,3.677472,225.751664,19.6
1143953613,2123581,-70975,3.964928,225.751664,19.6
1144179217,2349185,-53966,6.867218,225.751664,19.6
1144373968,2543936,-45960,9.46125,225.751664,19.6
1144555038,2725006,-48524,8.4872,225.751664,19.6
1144781206,2951174,-64836,4.755528,225.751664,19.6
1144962591,0,181385,0.607202,225,19.1
1145162668,200077,42881,10.876448,11.48365,19.1
1145306231,343640,32540,18.886658,30.370308,19.1
1145422070,459479,27168,27.0848,57.455108,19.1
1145523713,561122,24404,33.570818,91.025926,19.1
1145617389,654798,23041,37.6712,128.697126,19.1
1145709356,746765,22869,38.228768,166.925894,19.1
1145803237,840646,23851,35.145728,202.071622,19.1
1146249158,1286567,-69158,4.17605,202.071622,19.1
1146473947,1511356,-57461,6.0552,202.071622,19.1
1146753616,1791025,-76762,3.390408,202.071622,19.1
1147046784,2084193,-68832,4.216608,202.071622,19.1
1147264310,2301719,-51460,7.550498,202.071622,19.1
1147458159,2495568,-46272,9.339842,202.071622,19.1
1147632395,2669804,-43482,10.570802,202.071622,19.1
1147837015,2874424,-63130,5.018112,202.071622,19.1
1148130140,0,59621,5.624658,202,18.9
1148312797,182657,40324,12.290882,17.91554,18.9
1148451879,321739,32031,19.481282,37.396822,18.9
1148567676,437536,26934,27.557888,64.95471,18.9
1148670289,540149,24729,32.691698,97.646408,18.9
1148860240,730100,23868,35.095442,168.832858,18.9
1148958802,828662,25193,31.505922,200.33878,18.9
1149359464,1229324,-66463,4.524032,200.33878,18.9
1149567684,1437544,-51678,7.48845,200.33878,18.9
1149835695,1705555,-83036,2.899232,200.33878,18.9
1150144445,2014305,-69350,4.152962,200.33878,18.9
1150364253,2234113,-52663,7.204808,200.33878,18.9
1150556191,2426051,-45381,9.706418,200.33878,18.9
1150720372,2590232,-42533,11.054402,200.33878,18.9
1150932068,2801928,-64186,4.848498,200.33878,18.9
1151204630,0,64496,4.805,200,19.5
1151391927,187297,40852,11.975618,16.780618,19.5
1151528127,323497,31036,20.762568,37.543186,19.5
