time,stroke_usec,tick_usec,force,power,spm
511975749,1425862,-23255,36.98,138.88824,25.1
512075954,1526067,-26708,28.035072,138.88824,25.1
512192657,1642770,-31293,20.41605,138.88824,25.1
512330448,1780561,-38125,13.749768,138.88824,25.1
512532945,1983058,-66139,4.566242,138.88824,25.1
512723943,0,190998,0.547058,138,27.5
512930999,207056,44471,10.107008,10.654066,27.5
513086159,362216,36502,15.004242,25.658308,27.5
513222156,498213,32318,19.145672,44.80398,27.5
513345818,621875,30229,21.885728,66.689708,27.5
513697539,973596,29322,23.2562,137.048198,27.5
513818453,1094510,30628,21.307392,158.35559,27.5
514025090,1301147,-29304,23.283488,158.35559,27.5
514122872,1398929,-24353,33.718472,158.35559,27.5
514217391,1493448,-24428,33.505298,158.35559,27.5
514311266,1587323,-23355,36.653922,158.35559,27.5
514404471,1680528,-23918,34.9448,158.35559,27.5
514506342,1782399,-26682,28.080018,158.35559,27.5
514618940,1894997,-30396,21.635042,158.35559,27.5
514755374,2031431,-38274,13.645088,158.35559,27.5
515278740,0,46754,9.142088,158,23.4
515439961,161221,37418,14.279168,23.421256,23.4
515580055,301315,33337,17.988002,41.409258,23.4
515706603,427863,30712,21.203072,62.61233,23.4
515827151,548411,29771,22.552328,85.164658,23.4
515946578,667838,29681,22.700322,107.86498,23.4
516066062,787322,29959,22.271138,130.136118,23.4
516188677,909937,31054,20.7368,150.872918,23.4
516347875,1069135,-42048,11.309768,150.872918,23.4
516438120,1159380,-20949,45.563058,150.872918,23.4
516521326,1242586,-22039,41.168738,150.872918,23.4
516609226,1330486,-22505,39.480498,150.872918,23.4
516700630,1421890,-23965,34.811168,150.872918,23.4
516803595,1524855,-27731,26.006472,150.872918,23.4
516930976,1652236,-35554,15.814688,150.872918,23.4
517088173,1809433,-42690,10.969928,150.872918,23.4
517633483,0,50480,7.8408,150,25.4
517803160,169677,38716,13.333448,21.174248,25.4
517946813,313330,34339,16.959488,38.133736,25.4
518077602,444119,31784,19.794632,57.928368,25.4
518203233,569750,31221,20.505608,78.433976,25.4
518329599,696116,31645,19.9712,98.405176,25.4
518458355,824872,32578,18.837522,117.242698,25.4
518593745,960262,34407,16.889672,134.13237,25.4
518835628,1202145,-31463,20.199368,134.13237,25.4
518937543,1304060,-23027,37.705928,134.13237,25.4
519027193,1393710,-23107,37.445858,134.13237,25.4
519127318,1493835,-26508,28.455968,134.13237,25.4
519241687,1608204,-31647,19.958562,134.13237,25.4
519385962,1752479,-37539,14.183138,134.13237,25.4
519541820,1908337,-41278,11.732168,134.13237,25.4
519714974,2081491,-45535,9.644832,134.13237,25.4
519914595,2281112,-56524,6.258722,134.13237,25.4
520312155,0,59496,5.6448,134,22.3
520501583,189428,41470,11.625842,17.270642,22.3
520651416,339261,35407,15.949952,33.220594,22.3
520784092,471937,31959,19.581282,52.801876,22.3
520909055,596900,30604,21.346578,74.148454,22.3
521030264,718109,30121,22.031522,96.179976,22.3
521151496,839341,30217,21.898962,118.078938,22.3
521273879,961724,30790,21.086018,139.164956,22.3
521400361,1088206,32029,19.493768,158.658724,22.3
521600963,1288808,-31132,20.633888,158.658724,22.3
521699011,1386856,-23695,35.6168,158.658724,22.3
521792290,1480135,-23941,34.877952,158.658724,22.3
521889746,1577591,-24729,32.691698,158.658724,22.3
521986172,1674017,-24969,32.064032,158.658724,22.3
522094859,1782704,-29251,23.365448,158.658724,22.3
522226133,1913978,-35969,15.4568,158.658724,22.3
522384032,2071877,-42772,10.923138,158.658724,22.3
522612827,2300672,-76699,3.395618,158.658724,22.3
522804355,0,52510,7.250432,158,24
523023436,219081,44660,10.026242,17.276674,24
523175567,371212,35514,15.84845,33.125124,24
523308111,503756,31752,19.832402,52.957526,24
523429801,625446,29744,22.606088,75.563614,24
523546841,742486,29091,23.625938,99.189552,24
523664420,860065,29375,23.174432,122.363984,24
523783957,979602,30196,21.925442,144.289426,24
523910607,1106252,32469,18.960482,163.249908,24
524124132,1319777,-37446,14.2578,163.249908,24
524236552,1432197,-25840,29.938322,163.249908,24
524337954,1533599,-25619,30.466818,163.249908,24
524442862,1638507,-26990,27.45405,163.249908,24
524553040,1748685,-28813,24.0818,163.249908,24
524675056,1870701,-32054,19.456322,163.249908,24
524818681,2014326,-39366,12.9032,163.249908,24
524994326,2189971,-48748,8.413202,163.249908,24
525523795,0,52651,7.212402,163,22
525841899,318104,34598,16.7042,37.034044,22
525973885,450090,32186,19.294472,56.328516,22
526100733,576938,31264,20.454408,76.782924,22
526226293,702498,31362,20.326688,97.109612,22
526353052,829257,31856,19.706642,116.816254,22
526485404,961609,33657,17.653682,134.469936,22
526675940,1152145,-39057,13.1072,134.469936,22
526781133,1257338,-24514,33.276482,134.469936,22
526976080,1452285,-25048,31.872128,134.469936,22
527081049,1557254,-28031,25.446978,134.469936,22
527200825,1677030,-31347,20.3522,134.469936,22
527335470,1811675,-35629,15.747272,134.469936,22
527496501,1972706,-45000,9.874568,134.469936,22
528059854,0,49104,8.290592,134,23.6
528221273,161419,36871,14.709888,23.00048,23.6
528360325,300471,33251,18.084098,41.084578,23.6
528487833,427979,31245,20.48,61.564578,23.6
528611175,551321,30828,21.034098,82.598676,23.6
528736680,676826,31486,20.173952,102.772628,23.6
529004775,944921,36881,14.699042,136.162168,23.6
529197385,1137531,-44932,9.90125,136.162168,23.6
529306577,1246723,-26533,28.395648,136.162168,23.6
529410660,1350806,-27101,27.217442,136.162168,23.6
529520666,1460812,-27909,25.675778,136.162168,23.6
529632411,1572557,-29004,23.763618,136.162168,23.6
529756108,1696254,-32767,18.617202,136.162168,23.6
529899968,1840114,-39466,12.832178,136.162168,23.6
530077014,2017160,-48191,8.61125,136.162168,23.6
530632663,0,49479,8.168882,136,23.3
530797573,164910,38101,13.770752,21.939634,23.3
530939570,306907,33766,17.535042,39.474676,23.3
531069118,436455,31484,20.173952,59.648628,23.3
531191934,559271,30316,21.753608,81.402236,23.3
531313989,681326,30461,21.543048,102.945284,23.3
531436982,804319,31034,20.762568,123.707852,23.3
531566533,933870,33318,18.012002,141.719854,23.3
531731424,1098761,-59865,5.5778,141.719854,23.3
531844296,1211633,-25636,30.42,141.719854,23.3
531944220,1311557,-25535,30.670112,141.719854,23.3
532048064,1415401,-26765,27.915392,141.719854,23.3
532158040,1525377,-28461,24.682338,141.719854,23.3
532275276,1642613,-30853,21.008162,141.719854,23.3
532407853,1775190,-36085,15.356882,141.719854,23.3
532574976,1942313,-47026,9.039752,141.719854,23.3
532860851,2228188,-119234,1.404488,141.719854,23.3
533180625,0,46235,9.348488,141,23.5
533337536,156911,36456,15.048098,24.396586,23.5
533475450,294825,33046,18.313352,42.709938,23.5
533602913,422288,31193,20.54405,63.253988,23.5
533725452,544827,30416,21.608738,84.862726,23.5
533848651,668026,30759,21.138002,106.000728,23.5
533973912,793287,31617,19.996488,125.997216,23.5
534106437,925812,34355,16.9362,142.933416,23.5
534232090,1051465,-125653,1.26405,142.933416,23.5
534361164,1180539,-30167,21.965192,142.933416,23.5
534478925,1298300,-29868,22.418208,142.933416,23.5
534593853,1413228,-28405,24.7808,142.933416,23.5
534707586,1526961,-29335,23.228928,142.933416,23.5
534828515,1647890,-31406,20.275712,142.933416,23.5
534958278,1777653,-34801,16.508258,142.933416,23.5
535118362,1937737,-44770,9.972578,142.933416,23.5
535383247,2202622,-100645,1.972098,142.933416,23.5
535729284,0,46200,9.365792,142,23.5
535884496,155212,36340,15.136002,24.501794,23.5
536019572,290288,32196,19.28205,43.783844,23.5
536142403,413119,29949,22.297842,66.081686,23.5
536260234,530950,29372,23.174432,89.256118,23.5
536379443,650159,29906,22.351298,111.607416,23.5
536501442,772158,30874,20.969288,132.576704,23.5
536633729,904445,36235,15.224162,147.800866,23.5
536760092,1030808,-126363,1.251362,147.800866,23.5
536901555,1172271,-31239,20.492802,147.800866,23.5
537026134,1296850,-32170,19.319328,147.800866,23.5
537160296,1431012,-35185,16.153928,147.800866,23.5
537301059,1571775,-35299,16.040448,147.800866,23.5
537435829,1706545,-33839,17.46405,147.800866,23.5
537578641,1849357,-39347,12.913362,147.800866,23.5
537789901,2060617,-65492,4.657352,147.800866,23.5
538194946,0,58712,5.800418,147,24.3
538378206,183260,38771,13.302482,19.1029,24.3
538517184,322238,33437,17.8802,36.9831,24.3
538645669,450723,31187,20.556872,57.539972,24.3
538771202,576256,31335,20.364962,77.904934,24.3
538899370,704424,32153,19.3442,97.249134,24.3
539030934,835988,33468,17.844338,115.093472,24.3
539198053,1003107,58667,5.807232,120.900704,24.3
539416307,1221361,-33025,18.337568,120.900704,24.3
539530858,1335912,-28311,24.950048,120.900704,24.3
539638063,1443117,-26566,28.335392,120.900704,24.3
539741257,1546311,-26484,28.50125,120.900704,24.3
539854574,1659628,-30306,21.766802,120.900704,24.3
539991199,1796253,-37902,13.918088,120.900704,24.3
540161106,1966160,-47018,9.039752,120.900704,24.3
540723337,0,50177,7.936128,120,23.7
540885454,162117,37003,14.601608,22.537736,23.7
541025332,301995,33453,17.868242,40.405978,23.7
541155094,431757,31934,19.606322,60.0123,23.7
541281717,558380,31626,19.983842,79.996142,23.7
541410242,686905,32130,19.369088,99.36523,23.7
541541549,818212,33125,18.216648,117.581878,23.7
542042019,1318682,-120974,1.364552,117.581878,23.7
542511718,1788381,-230543,0.374978,117.581878,23.7
543133000,2409663,-71281,3.931208,117.581878,23.7
543272207,2548870,-29444,23.065632,117.581878,23.7
543372310,2648973,-23256,36.962802,117.581878,23.7
543473682,2750345,-29678,22.700322,117.581878,23.7
543657999,2934662,-58169,5.909922,117.581878,23.7
544074931,0,60721,5.418632,117,17.9
544256313,181382,40039,12.470018,17.88865,17.9
544405324,330393,35576,15.7922,33.68085,17.9
544541411,466480,33082,18.264968,51.945818,17.9
544671467,596536,32187,19.294472,71.24029,17.9
544800038,725107,31905,19.643912,90.884202,17.9
544929069,854138,32438,18.997448,109.88165,17.9
545069562,994631,40030,12.480008,122.361658,17.9
545305486,1230555,-29261,23.351778,122.361658,17.9
545407285,1332354,-24330,33.7842,122.361658,17.9
545495747,1420816,-21875,41.788082,122.361658,17.9
545581504,1506573,-22698,38.80805,122.361658,17.9
545685592,1610661,-29073,23.653442,122.361658,17.9
545821572,1746641,-37755,14.023808,122.361658,17.9
545995784,1920853,-50198,7.936128,122.361658,17.9
546413860,0,55717,6.436872,122,25.6
546595791,181931,39913,12.55005,18.986922,25.6
546739456,325596,34267,17.029448,36.01637,25.6
546868081,454221,31021,20.775458,56.791828,25.6
546989955,576095,30024,22.1778,78.969628,25.6
547111819,697959,30466,21.543048,100.512676,25.6
547235453,821593,31053,20.7368,121.249476,25.6
547382804,968944,50310,7.896338,129.145814,25.6
547571377,1157517,-28510,24.598098,129.145814,25.6
547672883,1259023,-24357,33.70205,129.145814,25.6
547764810,1350950,-22416,39.801042,129.145814,25.6
547858672,1444812,-25264,31.331528,129.145814,25.6
547979164,1565304,-33478,17.844338,129.145814,25.6
548133631,1719771,-42146,11.252768,129.145814,25.6
548326088,1912228,-56062,6.358178,129.145814,25.6
548722686,0,55930,6.386738,129,25.9
548906041,183355,40629,12.113042,18.49978,25.9
549053370,330684,35443,15.916082,34.415862,25.9
549186723,464037,32290,19.170432,53.586294,25.9
549313816,591130,31524,20.123168,73.709462,25.9
549439936,717250,31367,20.326688,94.03615,25.9
549567363,844677,32066,19.443848,113.479998,25.9
549701143,978457,34387,16.912928,130.392926,25.9
549852816,1130130,-151673,0.868562,130.392926,25.9
549961534,1238848,-23616,35.853512,130.392926,25.9
550049804,1327118,-22562,39.285248,130.392926,25.9
550141427,1418741,-24249,33.998258,130.392926,25.9
550248004,1525318,-29644,22.754258,130.392926,25.9
550380784,1658098,-35430,15.927368,130.392926,25.9
550536259,1813573,-41797,11.443328,130.392926,25.9
550721425,1998739,-51848,7.434368,130.392926,25.9
551177972,0,54857,6.639368,130,24.4
551349500,171528,36564,14.949512,21.58888,24.4
551483828,305856,32634,18.776192,40.365072,24.4
551611148,433176,31444,20.2248,60.589872,24.4
551738334,560362,31945,19.5938,80.183672,24.4
551867630,689658,32239,19.232402,99.416074,24.4
551997398,819426,32574,18.837522,118.253596,24.4
552132606,954634,34412,16.87805,135.131646,24.4
552427905,1249933,-22670,38.913842,135.131646,24.4
552517427,1339455,-23294,36.842528,135.131646,24.4
552616183,1438211,-25768,30.1088,135.131646,24.4
552729752,1551780,-31386,20.301192,135.131646,24.4
552868575,1690603,-36581,14.938578,135.131646,24.4
553027102,1849130,-42653,10.988672,135.131646,24.4
553222247,2044275,-55799,6.422528,135.131646,24.4
553625076,0,56169,6.3368,135,24.5
553807807,182731,39891,12.560072,18.896872,24.5
553952014,326938,34557,16.738898,35.63577,24.5
554084007,458931,32161,19.331762,54.967532,24.5
554211637,586561,31707,19.882818,74.85035,24.5
554338981,713905,31593,20.03445,94.8848,24.5
554467002,841926,32191,19.294472,114.179272,24.5
554600992,975916,34309,16.982792,131.162064,24.5
554872174,1247098,-24107,34.411808,131.162064,24.5
554966427,1341351,-24512,33.276482,131.162064,24.5
555068189,1443113,-26241,29.0322,131.162064,24.5
555322184,1697108,-37247,14.407712,131.162064,24.5
555479360,1854284,-41633,11.529602,131.162064,24.5
555676783,2051707,-57809,5.978882,131.162064,24.5
556082541,0,55806,6.415362,131,24.4
556260832,178291,38468,13.509602,19.924964,24.4
556399739,317198,33256,18.072072,37.997036,24.4
556525479,442938,30708,21.203072,59.200108,24.4
556647452,564911,30388,21.6482,80.848308,24.4
556770655,688114,30675,21.242162,102.09047,24.4
556894850,812309,31223,20.505608,122.596078,24.4
557023891,941350,32820,18.556232,141.15231,24.4
557289458,1206917,-30325,21.740418,141.15231,24.4
557409723,1327182,-29173,23.488658,141.15231,24.4
557515020,1432479,-25641,30.42,141.15231,24.4
557621498,1538957,-27895,25.690112,141.15231,24.4
557744570,1662029,-33336,17.988002,141.15231,24.4
557888291,1805750,-38186,13.707848,141.15231,24.4
558048286,1965745,-43036,10.792658,141.15231,24.4
558248766,2166225,-56429,6.279968,141.15231,24.4
558658702,0,56532,6.251648,141,23.2
558838728,180026,39060,13.1072,19.358848,23.2
558979896,321194,33573,17.736968,37.095816,23.2
559106014,447312,30761,21.125,58.220816,23.2
559228730,570028,30576,21.3858,79.606616,23.2
559352010,693308,30713,21.19005,100.796666,23.2
559476474,817772,31371,20.313938,121.110604,23.2
559605903,947201,32767,18.617202,139.727806,23.2
559857378,1198676,-30391,21.6482,139.727806,23.2
559961725,1303023,-27083,27.261728,139.727806,23.2
560072333,1413631,-29390,23.147208,139.727806,23.2
560197368,1538666,-33793,17.511362,139.727806,23.2
560340217,1681515,-36550,14.96045,139.727806,23.2
560491760,1833058,-39257,12.974418,139.727806,23.2
560653292,1994590,-42849,10.885778,139.727806,23.2
560851641,2192939,-56184,6.329682,139.727806,23.2
561302634,0,56405,6.279968,139,22.6
561476508,173874,37482,14.225778,20.505746,22.6
561612104,309470,32473,18.960482,39.466228,22.6
561737900,435266,31080,20.698178,60.164406,22.6
561863085,560451,31464,20.199368,80.363774,22.6
561991173,688539,32049,19.4688,99.832574,22.6
562120491,817857,32437,18.997448,118.830022,22.6
562253908,951274,33697,17.606178,136.4362,22.6
562539155,1236521,-29899,22.364672,136.4362,22.6
562657895,1355261,-29517,22.943538,136.4362,22.6
562779844,1477210,-31967,19.568768,136.4362,22.6
562918292,1615658,-37017,14.590802,136.4362,22.6
563064577,1761943,-36519,14.993288,136.4362,22.6
563215902,1913268,-38716,13.333448,136.4362,22.6
563373754,2071120,-41933,11.366912,136.4362,22.6
563558492,2255858,-51121,7.651872,136.4362,22.6
564086983,0,55607,6.465608,136,21.5
564260129,173146,38150,13.739282,20.20489,21.5
564399712,312729,33172,18.168392,38.373282,21.5
564527390,440407,31464,20.199368,58.57265,21.5
564651791,564808,30992,20.814152,79.386802,21.5
564777361,690378,31407,20.275712,99.662514,21.5
564904069,817086,31822,19.744328,119.406842,21.5
565036106,949123,33526,17.784648,137.19149,21.5
565255148,1168165,-34861,16.450848,137.19149,21.5
565360439,1273456,-25743,30.170912,137.19149,21.5
565473215,1386232,-31076,20.698178,137.19149,21.5
565598215,1511232,-31480,20.173952,137.19149,21.5
565725137,1638154,-33448,17.868242,137.19149,21.5
565868415,1781432,-37747,14.034402,137.19149,21.5
566033770,1946787,-45468,9.671202,137.19149,21.5
566235276,2148293,-56004,6.37245,137.19149,21.5
566672602,0,56466,6.2658,137,23.2
566853899,181297,39383,12.893042,19.158842,23.2
566995925,323323,33801,17.499528,36.65837,23.2
567124892,452290,31668,19.933298,56.591668,23.2
567251566,578964,31602,20.021792,76.61346,23.2
567379031,706429,31860,19.694088,96.307548,23.2
567507551,834949,32199,19.28205,115.589598,23.2
567640508,967906,33650,17.653682,133.24328,23.2
567853760,1181158,-35890,15.523592,133.24328,23.2
567964358,1291756,-29450,23.05205,133.24328,23.2
568081882,1409280,-29751,22.592642,133.24328,23.2
568206363,1533761,-32197,19.28205,133.24328,23.2
568339596,1666994,-34665,16.634912,133.24328,23.2
568487514,1814912,-38509,13.478432,133.24328,23.2
568647825,1975223,-42980,10.820552,133.24328,23.2
568844085,2171483,-55593,6.465608,133.24328,23.2
569286155,0,57110,6.132002,133,22.9
569471185,185030,40525,12.172178,18.30418,22.9
569617043,330888,34675,16.623378,34.927558,22.9
569749106,462951,32327,19.133298,54.060856,22.9
569877634,591479,31939,19.5938,73.654656,22.9
570006518,720363,32115,19.381538,93.036194,22.9
570136434,850279,32634,18.776192,111.812386,22.9
570271182,985027,34183,17.11125,128.923636,22.9
570472794,1186639,-40465,12.211682,128.923636,22.9
570614447,1328292,-34937,16.382088,128.923636,22.9
570740768,1454613,-29591,22.835282,128.923636,22.9
570855105,1568950,-29800,22.51205,128.923636,22.9
570990670,1704515,-38278,13.645088,128.923636,22.9
571162778,1876623,-44959,9.892352,128.923636,22.9
571349429,2063274,-50308,7.896338,128.923636,22.9
571572801,2286646,-62773,5.075298,128.923636,22.9
572021703,0,65251,4.694048,128,21.9
572222244,200541,42746,10.941842,15.63589,21.9
572372007,350304,35540,15.825938,31.461828,21.9
572507187,485484,32831,18.54405,50.005878,21.9
572637942,616239,32702,18.690498,68.696376,21.9
572769272,747569,32801,18.580608,87.276984,21.9
572901612,879909,33246,18.084098,105.361082,21.9
573038807,1017104,34762,16.542752,121.903834,21.9
573235748,1214045,-45425,9.688802,121.903834,21.9
573373339,1351636,-37367,14.321952,121.903834,21.9
573519143,1497440,-34184,17.11125,121.903834,21.9
573651173,1629470,-34703,16.600322,121.903834,21.9
573795045,1773342,-37616,14.129928,121.903834,21.9
573955066,1933363,-41872,11.405088,121.903834,21.9
574127973,2106270,-45279,9.750528,121.903834,21.9
574323748,2302045,-54756,6.668552,121.903834,21.9
574802861,0,59366,5.671712,121,21.5
574985408,182547,38758,13.3128,18.984512,21.5
575125620,322759,33749,17.558738,36.54325,21.5
575256685,453824,32289,19.182818,55.726068,21.5
575385719,582858,32416,19.022112,74.74818,21.5
575518971,716110,33511,17.808512,92.556692,21.5
575655837,852976,34476,16.82,109.376692,21.5
575799519,996658,36693,14.85125,124.227942,21.5
575994798,1191937,-57422,6.062162,124.227942,21.5
576133504,1330643,-33741,17.558738,124.227942,21.5
576261950,1459089,-30828,21.034098,124.227942,21.5
576377974,1575113,-28886,23.957042,124.227942,21.5
576511903,1709042,-38804,13.281858,124.227942,21.5
576688478,1885617,-46394,9.28805,124.227942,21.5
576880394,2077533,-50854,7.730312,124.227942,21.5
577108363,2305502,-65183,4.706312,124.227942,21.5
577511427,0,65598,4.645152,124,22.1
577702726,191299,40059,12.460032,17.105184,22.1
577845791,334364,34314,16.982792,34.087976,22.1
577976646,465219,31827,19.731762,53.819738,22.1
578102976,591549,31438,20.2248,74.044538,22.1
578230797,719370,32015,19.506258,93.550796,22.1
578360665,849238,32654,18.751688,112.302484,22.1
578496755,985328,34836,16.4738,128.776284,22.1
578670409,1158982,-173654,0.66125,128.776284,22.1
578816995,1305568,-36045,15.390152,128.776284,22.1
578958345,1446918,-34311,16.982792,128.776284,22.1
579084701,1573274,-32007,19.518752,128.776284,22.1
579228530,1717103,-40050,12.460032,128.776284,22.1
579405300,1893873,-46786,9.133538,128.776284,22.1
579601454,2090027,-51980,7.395858,128.776284,22.1
579828814,2317387,-65393,4.675682,128.776284,22.1
580186136,0,74569,3.596562,128,22.4
580389808,203672,42864,10.876448,14.47301,22.4
580537863,351727,35200,16.1312,30.60421,22.4
580670767,484631,32067,19.443848,50.048058,22.4
580797648,611512,31445,20.2248,70.272858,22.4
580924088,737952,31529,20.110482,90.38334,22.4
581052187,866051,32208,19.269632,109.652972,22.4
581185253,999117,33740,17.558738,127.21171,22.4
581417537,1231401,-35637,15.747272,127.21171,22.4
581539991,1353855,-30384,21.661362,127.21171,22.4
581660822,1474686,-30879,20.969288,127.21171,22.4
581782275,1596139,-31776,19.807218,127.21171,22.4
581925954,1739818,-39138,13.05605,127.21171,22.4
582103443,1917307,-47453,8.878898,127.21171,22.4
582297699,2111563,-50950,7.698888,127.21171,22.4
582531461,2345325,-67935,4.327682,127.21171,22.4
582944205,0,65594,4.645152,127,21.7
583143116,198911,43121,10.755522,15.400674,21.7
583296919,352714,36248,15.213128,30.613802,21.7
583433173,488968,32889,18.4832,49.097002,21.7
583563530,619325,32271,19.195208,68.29221,21.7
583692402,748197,32068,19.443848,87.736058,21.7
583821669,877464,32475,18.960482,106.69654,21.7
583956458,1012253,34362,16.9362,123.63274,21.7
584142061,1197856,-45655,9.5922,123.63274,21.7
584276477,1332272,-33664,17.6418,123.63274,21.7
584397834,1453629,-29688,22.686848,123.63274,21.7
584511564,1567359,-28850,24.026312,123.63274,21.7
584639226,1695021,-35023,16.30205,123.63274,21.7
584803394,1859189,-45596,9.618498,123.63274,21.7
585010325,2066120,-56532,6.251648,123.63274,21.7
585256442,2312237,-67631,4.368968,123.63274,21.7
585858116,0,61639,5.261768,123,20.5
586051793,193677,41720,11.481632,16.7434,20.5
586201361,343245,35539,15.825938,32.569338,20.5
586338078,479962,33486,17.832392,50.40173,20.5
586469736,611620,32854,18.519698,68.921428,20.5
586603006,744890,33392,17.928072,86.8495,20.5
586738850,880734,34314,16.982792,103.832292,20.5
586882355,1024239,36851,14.720738,118.55303,20.5
